source,chr,start,end
chr1%137500000%7180,chr1,137500000,137500001
chr1%138500000%8140,chr1,138500000,138500001
chr1%140500000%7880,chr1,140500000,140500001
chr1%142500000%7160,chr1,142500000,142500001
chr1%143500000%7260,chr1,143500000,143500001
chr1%144500000%7280,chr1,144500000,144500001
chr1%145500000%7270,chr1,145500000,145500001
chr1%158500000%7330,chr1,158500000,158500001
chr1%163500000%7780,chr1,163500000,163500001
chr1%190500000%7310,chr1,190500000,190500001
chr1%196500000%7720,chr1,196500000,196500001
chr1%223500000%7230,chr1,223500000,223500001
chr1%251500000%7660,chr1,251500000,251500001
chr1%260500000%8380,chr1,260500000,260500001
chr1%261500000%7350,chr1,261500000,261500001
chr1%262500000%8070,chr1,262500000,262500001
chr1%264500000%7310,chr1,264500000,264500001
chr1%265500000%7270,chr1,265500000,265500001
chr1%273500000%7310,chr1,273500000,273500001
chr1%277500000%7030,chr1,277500000,277500001
chr1%282500000%7010,chr1,282500000,282500001
chr1%285500000%8280,chr1,285500000,285500001
chr1%286500000%7540,chr1,286500000,286500001
chr1%290500000%7550,chr1,290500000,290500001
chr1%291500000%7710,chr1,291500000,291500001
chr1%293500000%7040,chr1,293500000,293500001
chr1%294500000%7150,chr1,294500000,294500001
chr1%297500000%7310,chr1,297500000,297500001
chr1%298500000%7880,chr1,298500000,298500001
chr1%303500000%7470,chr1,303500000,303500001
chr1%304500000%7310,chr1,304500000,304500001
chr1%308500000%7330,chr1,308500000,308500001
chr1%309500000%7440,chr1,309500000,309500001
chr1%310500000%7900,chr1,310500000,310500001
chr1%311500000%7550,chr1,311500000,311500001
chr1%312500000%9200,chr1,312500000,312500001
chr1%313500000%7040,chr1,313500000,313500001
chr1%316500000%7750,chr1,316500000,316500001
chr1%318500000%8640,chr1,318500000,318500001
chr1%319500000%7280,chr1,319500000,319500001
chr1%320500000%8370,chr1,320500000,320500001
chr1%321500000%7950,chr1,321500000,321500001
chr1%322500000%7630,chr1,322500000,322500001
chr1%323500000%7640,chr1,323500000,323500001
chr1%325500000%7950,chr1,325500000,325500001
chr1%326500000%7670,chr1,326500000,326500001
chr1%327500000%7270,chr1,327500000,327500001
chr1%328500000%7790,chr1,328500000,328500001
chr1%329500000%8280,chr1,329500000,329500001
chr1%331500000%7250,chr1,331500000,331500001
chr1%333500000%8340,chr1,333500000,333500001
chr1%334500000%7880,chr1,334500000,334500001
chr1%335500000%7380,chr1,335500000,335500001
chr1%337500000%7360,chr1,337500000,337500001
chr1%338500000%7850,chr1,338500000,338500001
chr1%339500000%7030,chr1,339500000,339500001
chr1%340500000%7560,chr1,340500000,340500001
chr1%341500000%7190,chr1,341500000,341500001
chr1%342500000%7920,chr1,342500000,342500001
chr1%343500000%7140,chr1,343500000,343500001
chr1%344500000%8180,chr1,344500000,344500001
chr1%345500000%7970,chr1,345500000,345500001
chr1%346500000%7470,chr1,346500000,346500001
chr1%347500000%9180,chr1,347500000,347500001
chr1%348500000%8500,chr1,348500000,348500001
chr1%349500000%8210,chr1,349500000,349500001
chr1%350500000%7590,chr1,350500000,350500001
chr1%351500000%7540,chr1,351500000,351500001
chr1%352500000%8810,chr1,352500000,352500001
chr1%353500000%7700,chr1,353500000,353500001
chr1%354500000%9240,chr1,354500000,354500001
chr1%355500000%7990,chr1,355500000,355500001
chr1%356500000%8710,chr1,356500000,356500001
chr1%360500000%8090,chr1,360500000,360500001
chr1%361500000%7640,chr1,361500000,361500001
chr1%362500000%8080,chr1,362500000,362500001
chr1%363500000%7960,chr1,363500000,363500001
chr1%364500000%8110,chr1,364500000,364500001
chr1%365500000%8870,chr1,365500000,365500001
chr1%366500000%8440,chr1,366500000,366500001
chr1%367500000%7700,chr1,367500000,367500001
chr1%368500000%7980,chr1,368500000,368500001
chr1%369500000%7440,chr1,369500000,369500001
chr1%370500000%8940,chr1,370500000,370500001
chr1%371500000%7610,chr1,371500000,371500001
chr1%372500000%9850,chr1,372500000,372500001
chr1%373500000%7370,chr1,373500000,373500001
chr1%374500000%9130,chr1,374500000,374500001
chr1%375500000%9660,chr1,375500000,375500001
chr1%376500000%8170,chr1,376500000,376500001
chr1%377500000%8800,chr1,377500000,377500001
chr1%378500000%8810,chr1,378500000,378500001
chr1%379500000%9820,chr1,379500000,379500001
chr1%380500000%8490,chr1,380500000,380500001
chr1%381500000%8780,chr1,381500000,381500001
chr1%382500000%8080,chr1,382500000,382500001
chr1%383500000%8670,chr1,383500000,383500001
chr1%384500000%8130,chr1,384500000,384500001
chr1%385500000%9530,chr1,385500000,385500001
chr1%386500000%8620,chr1,386500000,386500001
chr1%387500000%9930,chr1,387500000,387500001
chr1%388500000%7980,chr1,388500000,388500001
chr1%389500000%8660,chr1,389500000,389500001
chr1%390500000%8780,chr1,390500000,390500001
chr1%391500000%9400,chr1,391500000,391500001
chr1%393500000%7430,chr1,393500000,393500001
chr1%394500000%7390,chr1,394500000,394500001
chr1%397500000%8360,chr1,397500000,397500001
chr1%398500000%9340,chr1,398500000,398500001
chr1%399500000%7330,chr1,399500000,399500001
chr1%400500000%8330,chr1,400500000,400500001
chr1%401500000%7700,chr1,401500000,401500001
chr1%403500000%8020,chr1,403500000,403500001
chr1%406500000%7800,chr1,406500000,406500001
chr1%407500000%7500,chr1,407500000,407500001
chr1%410500000%9000,chr1,410500000,410500001
chr1%411500000%7590,chr1,411500000,411500001
chr1%412500000%7750,chr1,412500000,412500001
chr1%413500000%7320,chr1,413500000,413500001
chr1%414500000%7370,chr1,414500000,414500001
chr1%416500000%7350,chr1,416500000,416500001
chr1%418500000%8890,chr1,418500000,418500001
chr1%419500000%8330,chr1,419500000,419500001
chr1%420500000%7870,chr1,420500000,420500001
chr1%421500000%7550,chr1,421500000,421500001
chr1%422500000%7250,chr1,422500000,422500001
chr1%424500000%8210,chr1,424500000,424500001
chr1%425500000%7970,chr1,425500000,425500001
chr1%426500000%9170,chr1,426500000,426500001
chr1%427500000%10040,chr1,427500000,427500001
chr1%428500000%9460,chr1,428500000,428500001
chr1%429500000%7940,chr1,429500000,429500001
chr1%430500000%9380,chr1,430500000,430500001
chr1%431500000%10260,chr1,431500000,431500001
chr1%432500000%8330,chr1,432500000,432500001
chr1%433500000%8500,chr1,433500000,433500001
chr1%434500000%10110,chr1,434500000,434500001
chr1%435500000%7400,chr1,435500000,435500001
chr1%436500000%7450,chr1,436500000,436500001
chr1%437500000%7200,chr1,437500000,437500001
chr1%438470935%8860,chr1,438470935,438470936
chr2%2500000%7190,chr2,2500000,2500001
chr2%3500000%7590,chr2,3500000,3500001
chr2%4500000%8460,chr2,4500000,4500001
chr2%6500000%7850,chr2,6500000,6500001
chr2%7500000%7900,chr2,7500000,7500001
chr2%8500000%9800,chr2,8500000,8500001
chr2%9500000%11210,chr2,9500000,9500001
chr2%10500000%10440,chr2,10500000,10500001
chr2%11500000%10890,chr2,11500000,11500001
chr2%12500000%10620,chr2,12500000,12500001
chr2%13500000%9770,chr2,13500000,13500001
chr2%14500000%10670,chr2,14500000,14500001
chr2%15500000%10580,chr2,15500000,15500001
chr2%16500000%12310,chr2,16500000,16500001
chr2%17500000%10610,chr2,17500000,17500001
chr2%18500000%11240,chr2,18500000,18500001
chr2%19500000%11470,chr2,19500000,19500001
chr2%20500000%11160,chr2,20500000,20500001
chr2%21500000%12090,chr2,21500000,21500001
chr2%22500000%11940,chr2,22500000,22500001
chr2%23500000%10390,chr2,23500000,23500001
chr2%24500000%10590,chr2,24500000,24500001
chr2%25500000%10830,chr2,25500000,25500001
chr2%26500000%10450,chr2,26500000,26500001
chr2%27500000%9940,chr2,27500000,27500001
chr2%28500000%10320,chr2,28500000,28500001
chr2%29500000%9820,chr2,29500000,29500001
chr2%30500000%10210,chr2,30500000,30500001
chr2%31500000%10670,chr2,31500000,31500001
chr2%32500000%10630,chr2,32500000,32500001
chr2%33500000%10180,chr2,33500000,33500001
chr2%34500000%10930,chr2,34500000,34500001
chr2%35500000%8800,chr2,35500000,35500001
chr2%36500000%9290,chr2,36500000,36500001
chr2%37500000%9580,chr2,37500000,37500001
chr2%38500000%10380,chr2,38500000,38500001
chr2%39500000%9770,chr2,39500000,39500001
chr2%40500000%10740,chr2,40500000,40500001
chr2%41500000%9520,chr2,41500000,41500001
chr2%42500000%10470,chr2,42500000,42500001
chr2%43500000%10120,chr2,43500000,43500001
chr2%44500000%7950,chr2,44500000,44500001
chr2%45500000%9720,chr2,45500000,45500001
chr2%46500000%9620,chr2,46500000,46500001
chr2%47500000%9280,chr2,47500000,47500001
chr2%48500000%8650,chr2,48500000,48500001
chr2%50500000%9130,chr2,50500000,50500001
chr2%51500000%9640,chr2,51500000,51500001
chr2%52500000%8700,chr2,52500000,52500001
chr2%53500000%8500,chr2,53500000,53500001
chr2%54500000%8070,chr2,54500000,54500001
chr2%55500000%7380,chr2,55500000,55500001
chr2%56500000%7470,chr2,56500000,56500001
chr2%57500000%7870,chr2,57500000,57500001
chr2%58500000%8800,chr2,58500000,58500001
chr2%60500000%8570,chr2,60500000,60500001
chr2%61500000%7500,chr2,61500000,61500001
chr2%62500000%8710,chr2,62500000,62500001
chr2%63500000%8640,chr2,63500000,63500001
chr2%64500000%7900,chr2,64500000,64500001
chr2%65500000%9460,chr2,65500000,65500001
chr2%66500000%8490,chr2,66500000,66500001
chr2%67500000%9400,chr2,67500000,67500001
chr2%69500000%7590,chr2,69500000,69500001
chr2%70500000%7720,chr2,70500000,70500001
chr2%71500000%7670,chr2,71500000,71500001
chr2%72500000%7520,chr2,72500000,72500001
chr2%73500000%8300,chr2,73500000,73500001
chr2%74500000%7970,chr2,74500000,74500001
chr2%75500000%7540,chr2,75500000,75500001
chr2%76500000%9320,chr2,76500000,76500001
chr2%77500000%7130,chr2,77500000,77500001
chr2%78500000%7420,chr2,78500000,78500001
chr2%80500000%7480,chr2,80500000,80500001
chr2%81500000%7110,chr2,81500000,81500001
chr2%82500000%7180,chr2,82500000,82500001
chr2%83500000%7020,chr2,83500000,83500001
chr2%88500000%8000,chr2,88500000,88500001
chr2%89500000%7160,chr2,89500000,89500001
chr2%99500000%7620,chr2,99500000,99500001
chr2%101500000%7440,chr2,101500000,101500001
chr2%103500000%7560,chr2,103500000,103500001
chr2%107500000%7560,chr2,107500000,107500001
chr2%112500000%7070,chr2,112500000,112500001
chr2%124500000%7170,chr2,124500000,124500001
chr2%125500000%7250,chr2,125500000,125500001
chr2%128500000%7610,chr2,128500000,128500001
chr2%129500000%7140,chr2,129500000,129500001
chr2%134500000%7540,chr2,134500000,134500001
chr2%135500000%7370,chr2,135500000,135500001
chr2%137500000%7180,chr2,137500000,137500001
chr2%138500000%8140,chr2,138500000,138500001
chr2%140500000%7880,chr2,140500000,140500001
chr2%142500000%7160,chr2,142500000,142500001
chr2%143500000%7260,chr2,143500000,143500001
chr2%144500000%7280,chr2,144500000,144500001
chr2%145500000%7270,chr2,145500000,145500001
chr2%158500000%7330,chr2,158500000,158500001
chr2%163500000%7780,chr2,163500000,163500001
chr2%190500000%7310,chr2,190500000,190500001
chr2%196500000%7720,chr2,196500000,196500001
chr2%223500000%7230,chr2,223500000,223500001
chr2%251500000%7660,chr2,251500000,251500001
chr2%260500000%8380,chr2,260500000,260500001
chr2%261500000%7350,chr2,261500000,261500001
chr2%262500000%8070,chr2,262500000,262500001
chr2%264500000%7310,chr2,264500000,264500001
chr2%265500000%7270,chr2,265500000,265500001
chr2%273500000%7310,chr2,273500000,273500001
chr2%277500000%7030,chr2,277500000,277500001
chr2%282500000%7010,chr2,282500000,282500001
chr2%285500000%8280,chr2,285500000,285500001
chr2%286500000%7540,chr2,286500000,286500001
chr2%290500000%7550,chr2,290500000,290500001
chr2%291500000%7710,chr2,291500000,291500001
chr2%293500000%7040,chr2,293500000,293500001
chr2%294500000%7150,chr2,294500000,294500001
chr2%297500000%7310,chr2,297500000,297500001
chr2%298500000%7880,chr2,298500000,298500001
chr2%303500000%7470,chr2,303500000,303500001
chr2%304500000%7310,chr2,304500000,304500001
chr2%308500000%7330,chr2,308500000,308500001
chr2%309500000%7440,chr2,309500000,309500001
chr2%310500000%7900,chr2,310500000,310500001
chr2%311500000%7550,chr2,311500000,311500001
chr2%312500000%9200,chr2,312500000,312500001
chr2%313500000%7040,chr2,313500000,313500001
chr2%316500000%7750,chr2,316500000,316500001
chr2%318500000%8640,chr2,318500000,318500001
chr2%319500000%7280,chr2,319500000,319500001
chr2%320500000%8370,chr2,320500000,320500001
chr2%321500000%7950,chr2,321500000,321500001
chr2%322500000%7630,chr2,322500000,322500001
chr2%323500000%7640,chr2,323500000,323500001
chr2%325500000%7950,chr2,325500000,325500001
chr2%326500000%7670,chr2,326500000,326500001
chr2%327500000%7270,chr2,327500000,327500001
chr2%328500000%7790,chr2,328500000,328500001
chr2%329500000%8280,chr2,329500000,329500001
chr2%331500000%7250,chr2,331500000,331500001
chr2%333500000%8340,chr2,333500000,333500001
chr2%334500000%7880,chr2,334500000,334500001
chr2%335500000%7380,chr2,335500000,335500001
chr2%337500000%7360,chr2,337500000,337500001
chr2%338500000%7850,chr2,338500000,338500001
chr2%339500000%7030,chr2,339500000,339500001
chr2%340500000%7560,chr2,340500000,340500001
chr2%341500000%7190,chr2,341500000,341500001
chr2%342500000%7920,chr2,342500000,342500001
chr2%343500000%7140,chr2,343500000,343500001
chr2%344500000%8180,chr2,344500000,344500001
chr2%345500000%7970,chr2,345500000,345500001
chr2%346500000%7470,chr2,346500000,346500001
chr2%347500000%9180,chr2,347500000,347500001
chr2%348500000%8500,chr2,348500000,348500001
chr2%349500000%8210,chr2,349500000,349500001
chr2%350500000%7590,chr2,350500000,350500001
chr2%351500000%7540,chr2,351500000,351500001
chr2%352500000%8810,chr2,352500000,352500001
chr2%353500000%7700,chr2,353500000,353500001
chr2%354500000%9240,chr2,354500000,354500001
chr2%355500000%7990,chr2,355500000,355500001
chr2%356500000%8710,chr2,356500000,356500001
chr2%360500000%8090,chr2,360500000,360500001
chr2%361500000%7640,chr2,361500000,361500001
chr2%362500000%8080,chr2,362500000,362500001
chr2%363500000%7960,chr2,363500000,363500001
chr2%364500000%8110,chr2,364500000,364500001
chr2%365500000%8870,chr2,365500000,365500001
chr2%366500000%8440,chr2,366500000,366500001
chr2%367500000%7700,chr2,367500000,367500001
chr2%368500000%7980,chr2,368500000,368500001
chr2%369500000%7440,chr2,369500000,369500001
chr2%370500000%8940,chr2,370500000,370500001
chr2%371500000%7610,chr2,371500000,371500001
chr2%372500000%9850,chr2,372500000,372500001
chr2%373500000%7370,chr2,373500000,373500001
chr2%374500000%9130,chr2,374500000,374500001
chr2%375500000%9660,chr2,375500000,375500001
chr2%376500000%8170,chr2,376500000,376500001
chr2%377500000%8800,chr2,377500000,377500001
chr2%378500000%8810,chr2,378500000,378500001
chr2%379500000%9820,chr2,379500000,379500001
chr2%380500000%8490,chr2,380500000,380500001
chr2%381500000%8780,chr2,381500000,381500001
chr2%382500000%8080,chr2,382500000,382500001
chr2%383500000%8670,chr2,383500000,383500001
chr2%384500000%8130,chr2,384500000,384500001
chr2%385500000%9530,chr2,385500000,385500001
chr2%386500000%8620,chr2,386500000,386500001
chr2%387500000%9930,chr2,387500000,387500001
chr2%388500000%7980,chr2,388500000,388500001
chr2%389500000%8660,chr2,389500000,389500001
chr2%390500000%8780,chr2,390500000,390500001
chr2%391500000%9400,chr2,391500000,391500001
chr2%393500000%7430,chr2,393500000,393500001
chr2%394500000%7390,chr2,394500000,394500001
chr2%397500000%8360,chr2,397500000,397500001
chr2%398500000%9340,chr2,398500000,398500001
chr2%399500000%7330,chr2,399500000,399500001
chr2%400500000%8330,chr2,400500000,400500001
chr2%401500000%7700,chr2,401500000,401500001
chr2%403500000%8020,chr2,403500000,403500001
chr2%406500000%7800,chr2,406500000,406500001
chr2%407500000%7500,chr2,407500000,407500001
chr2%410500000%9000,chr2,410500000,410500001
chr2%411500000%7590,chr2,411500000,411500001
chr2%412500000%7750,chr2,412500000,412500001
chr2%413500000%7320,chr2,413500000,413500001
chr2%414500000%7370,chr2,414500000,414500001
chr2%416500000%7350,chr2,416500000,416500001
chr2%418500000%8890,chr2,418500000,418500001
chr2%419500000%8330,chr2,419500000,419500001
chr2%420500000%7870,chr2,420500000,420500001
chr2%421500000%7550,chr2,421500000,421500001
chr2%422500000%7250,chr2,422500000,422500001
chr2%424500000%8210,chr2,424500000,424500001
chr2%425500000%7970,chr2,425500000,425500001
chr2%426500000%9170,chr2,426500000,426500001
chr2%427500000%10040,chr2,427500000,427500001
chr2%428500000%9460,chr2,428500000,428500001
chr2%429500000%7940,chr2,429500000,429500001
chr2%430500000%9380,chr2,430500000,430500001
chr2%431500000%10260,chr2,431500000,431500001
chr2%432500000%8330,chr2,432500000,432500001
chr2%433500000%8500,chr2,433500000,433500001
chr2%434500000%10110,chr2,434500000,434500001
chr2%435500000%7400,chr2,435500000,435500001
chr2%436500000%7450,chr2,436500000,436500001
chr2%437500000%7200,chr2,437500000,437500001
chr2%438500000%9140,chr2,438500000,438500001
chr2%440500000%7360,chr2,440500000,440500001
chr2%442500000%7010,chr2,442500000,442500001
chr2%444500000%7710,chr2,444500000,444500001
chr2%445500000%7560,chr2,445500000,445500001
chr2%447500000%7500,chr2,447500000,447500001
chr2%448500000%7010,chr2,448500000,448500001
chr2%450500000%8150,chr2,450500000,450500001
chr2%451500000%7410,chr2,451500000,451500001
chr3%2500000%7190,chr3,2500000,2500001
chr3%3500000%7590,chr3,3500000,3500001
chr3%4500000%8460,chr3,4500000,4500001
chr3%6500000%7850,chr3,6500000,6500001
chr3%7500000%7900,chr3,7500000,7500001
chr3%8500000%9800,chr3,8500000,8500001
chr3%9500000%11210,chr3,9500000,9500001
chr3%10500000%10440,chr3,10500000,10500001
chr3%11500000%10890,chr3,11500000,11500001
chr3%12500000%10620,chr3,12500000,12500001
chr3%13500000%9770,chr3,13500000,13500001
chr3%14500000%10670,chr3,14500000,14500001
chr3%15500000%10580,chr3,15500000,15500001
chr3%16500000%12310,chr3,16500000,16500001
chr3%17500000%10610,chr3,17500000,17500001
chr3%18500000%11240,chr3,18500000,18500001
chr3%19500000%11470,chr3,19500000,19500001
chr3%20500000%11160,chr3,20500000,20500001
chr3%21500000%12090,chr3,21500000,21500001
chr3%22500000%11940,chr3,22500000,22500001
chr3%23500000%10390,chr3,23500000,23500001
chr3%24500000%10590,chr3,24500000,24500001
chr3%25500000%10830,chr3,25500000,25500001
chr3%26500000%10450,chr3,26500000,26500001
chr3%27500000%9940,chr3,27500000,27500001
chr3%28500000%10320,chr3,28500000,28500001
chr3%29500000%9820,chr3,29500000,29500001
chr3%30500000%10210,chr3,30500000,30500001
chr3%31500000%10670,chr3,31500000,31500001
chr3%32500000%10630,chr3,32500000,32500001
chr3%33500000%10180,chr3,33500000,33500001
chr3%34500000%10930,chr3,34500000,34500001
chr3%35500000%8800,chr3,35500000,35500001
chr3%36500000%9290,chr3,36500000,36500001
chr3%37500000%9580,chr3,37500000,37500001
chr3%38500000%10380,chr3,38500000,38500001
chr3%39500000%9770,chr3,39500000,39500001
chr3%40500000%10740,chr3,40500000,40500001
chr3%41500000%9520,chr3,41500000,41500001
chr3%42500000%10470,chr3,42500000,42500001
chr3%43500000%10120,chr3,43500000,43500001
chr3%44500000%7950,chr3,44500000,44500001
chr3%45500000%9720,chr3,45500000,45500001
chr3%46500000%9620,chr3,46500000,46500001
chr3%47500000%9280,chr3,47500000,47500001
chr3%48500000%8650,chr3,48500000,48500001
chr3%50500000%9130,chr3,50500000,50500001
chr3%51500000%9640,chr3,51500000,51500001
chr3%52500000%8700,chr3,52500000,52500001
chr3%53500000%8500,chr3,53500000,53500001
chr3%54500000%8070,chr3,54500000,54500001
chr3%55500000%7380,chr3,55500000,55500001
chr3%56500000%7470,chr3,56500000,56500001
chr3%57500000%7870,chr3,57500000,57500001
chr3%58500000%8800,chr3,58500000,58500001
chr3%60500000%8570,chr3,60500000,60500001
chr3%61500000%7500,chr3,61500000,61500001
chr3%62500000%8710,chr3,62500000,62500001
chr3%63500000%8640,chr3,63500000,63500001
chr3%64500000%7900,chr3,64500000,64500001
chr3%65500000%9460,chr3,65500000,65500001
chr3%66500000%8490,chr3,66500000,66500001
chr3%67500000%9400,chr3,67500000,67500001
chr3%69500000%7590,chr3,69500000,69500001
chr3%70500000%7720,chr3,70500000,70500001
chr3%71500000%7670,chr3,71500000,71500001
chr3%72500000%7520,chr3,72500000,72500001
chr3%73500000%8300,chr3,73500000,73500001
chr3%74500000%7970,chr3,74500000,74500001
chr3%75500000%7540,chr3,75500000,75500001
chr3%76500000%9320,chr3,76500000,76500001
chr3%77500000%7130,chr3,77500000,77500001
chr3%78500000%7420,chr3,78500000,78500001
chr3%80500000%7480,chr3,80500000,80500001
chr3%81500000%7110,chr3,81500000,81500001
chr3%82500000%7180,chr3,82500000,82500001
chr3%83500000%7020,chr3,83500000,83500001
chr3%88500000%8000,chr3,88500000,88500001
chr3%89500000%7160,chr3,89500000,89500001
chr3%99500000%7620,chr3,99500000,99500001
chr3%101500000%7440,chr3,101500000,101500001
chr3%103500000%7560,chr3,103500000,103500001
chr3%107500000%7560,chr3,107500000,107500001
chr3%112500000%7070,chr3,112500000,112500001
chr3%124500000%7170,chr3,124500000,124500001
chr3%125500000%7250,chr3,125500000,125500001
chr3%128500000%7610,chr3,128500000,128500001
chr3%129500000%7140,chr3,129500000,129500001
chr3%134500000%7540,chr3,134500000,134500001
chr3%135500000%7370,chr3,135500000,135500001
chr3%137500000%7180,chr3,137500000,137500001
chr3%138500000%8140,chr3,138500000,138500001
chr3%140500000%7880,chr3,140500000,140500001
chr3%142500000%7160,chr3,142500000,142500001
chr3%143500000%7260,chr3,143500000,143500001
chr3%144500000%7280,chr3,144500000,144500001
chr3%145500000%7270,chr3,145500000,145500001
chr3%158500000%7330,chr3,158500000,158500001
chr3%163500000%7780,chr3,163500000,163500001
chr3%190500000%7310,chr3,190500000,190500001
chr3%196500000%7720,chr3,196500000,196500001
chr3%223500000%7230,chr3,223500000,223500001
chr3%251500000%7660,chr3,251500000,251500001
chr3%260500000%8380,chr3,260500000,260500001
chr3%261500000%7350,chr3,261500000,261500001
chr3%262500000%8070,chr3,262500000,262500001
chr3%264500000%7310,chr3,264500000,264500001
chr3%265500000%7270,chr3,265500000,265500001
chr3%273500000%7310,chr3,273500000,273500001
chr3%277500000%7030,chr3,277500000,277500001
chr3%282500000%7010,chr3,282500000,282500001
chr3%285500000%8280,chr3,285500000,285500001
chr3%286500000%7540,chr3,286500000,286500001
chr3%290500000%7550,chr3,290500000,290500001
chr3%291500000%7710,chr3,291500000,291500001
chr3%293500000%7040,chr3,293500000,293500001
chr3%294500000%7150,chr3,294500000,294500001
chr3%297500000%7310,chr3,297500000,297500001
chr3%298500000%7880,chr3,298500000,298500001
chr3%303500000%7470,chr3,303500000,303500001
chr3%304500000%7310,chr3,304500000,304500001
chr3%308500000%7330,chr3,308500000,308500001
chr3%309500000%7440,chr3,309500000,309500001
chr3%310500000%7900,chr3,310500000,310500001
chr3%311500000%7550,chr3,311500000,311500001
chr3%312500000%9200,chr3,312500000,312500001
chr3%313500000%7040,chr3,313500000,313500001
chr3%316500000%7750,chr3,316500000,316500001
chr3%318500000%8640,chr3,318500000,318500001
chr3%319500000%7280,chr3,319500000,319500001
chr3%320500000%8370,chr3,320500000,320500001
chr3%321500000%7950,chr3,321500000,321500001
chr3%322500000%7630,chr3,322500000,322500001
chr3%323500000%7640,chr3,323500000,323500001
chr3%325500000%7950,chr3,325500000,325500001
chr3%326500000%7670,chr3,326500000,326500001
chr3%327500000%7270,chr3,327500000,327500001
