source,chr,start,end
chr1A%71235036%71235037,chr1A,71235036,71235037
chr1A%87633621%87633622,chr1A,87633621,87633622
chr1A%93310230%93310231,chr1A,93310230,93310231
chr1A%94997328%94997329,chr1A,94997328,94997329
chr1A%102530269%102530270,chr1A,102530269,102530270
chr1A%102530273%102530274,chr1A,102530273,102530274
chr1A%106776199%106776200,chr1A,106776199,106776200
chr1A%110513975%110513976,chr1A,110513975,110513976
chr1A%112177206%112177207,chr1A,112177206,112177207
chr1A%112490322%112490323,chr1A,112490322,112490323
chr1A%114397621%114397622,chr1A,114397621,114397622
chr1A%114397623%114397624,chr1A,114397623,114397624
chr1A%114397625%114397626,chr1A,114397625,114397626
chr1A%116733705%116733706,chr1A,116733705,116733706
chr1A%120977650%120977651,chr1A,120977650,120977651
chr1A%123278132%123278133,chr1A,123278132,123278133
chr1A%133023075%133023076,chr1A,133023075,133023076
chr1A%137047473%137047474,chr1A,137047473,137047474
chr1A%150340468%150340469,chr1A,150340468,150340469
chr1A%151425020%151425021,chr1A,151425020,151425021
chr1A%155386759%155386760,chr1A,155386759,155386760
chr1A%170546547%170546548,chr1A,170546547,170546548
chr1A%175920603%175920604,chr1A,175920603,175920604
chr1A%199244939%199244940,chr1A,199244939,199244940
chr1A%199244941%199244942,chr1A,199244941,199244942
chr1A%214866806%214866807,chr1A,214866806,214866807
chr1A%221675190%221675191,chr1A,221675190,221675191
chr1A%227812936%227812937,chr1A,227812936,227812937
chr1A%231318989%231318990,chr1A,231318989,231318990
chr1A%236680072%236680073,chr1A,236680072,236680073
chr1A%246368803%246368804,chr1A,246368803,246368804
chr1A%254174287%254174288,chr1A,254174287,254174288
chr1A%254174289%254174290,chr1A,254174289,254174290
chr1A%254174290%254174291,chr1A,254174290,254174291
chr1A%254515099%254515100,chr1A,254515099,254515100
chr1A%256842929%256842930,chr1A,256842929,256842930
chr1A%257629891%257629892,chr1A,257629891,257629892
chr1A%257776470%257776471,chr1A,257776470,257776471
chr1A%278119046%278119047,chr1A,278119046,278119047
chr1A%283141325%283141326,chr1A,283141325,283141326
chr1A%283143412%283143413,chr1A,283143412,283143413
chr1A%284839251%284839252,chr1A,284839251,284839252
chr1A%287300242%287300243,chr1A,287300242,287300243
chr1A%296624039%296624040,chr1A,296624039,296624040
chr1A%299127422%299127423,chr1A,299127422,299127423
chr1A%299494215%299494216,chr1A,299494215,299494216
chr1A%299494216%299494217,chr1A,299494216,299494217
chr1A%299494438%299494439,chr1A,299494438,299494439
chr1A%302862302%302862303,chr1A,302862302,302862303
chr1A%308688266%308688267,chr1A,308688266,308688267
chr1A%324541968%324541969,chr1A,324541968,324541969
chr1A%334698637%334698638,chr1A,334698637,334698638
chr1A%334698638%334698639,chr1A,334698638,334698639
chr1A%334698641%334698642,chr1A,334698641,334698642
chr1A%336660730%336660731,chr1A,336660730,336660731
chr1A%346660676%346660677,chr1A,346660676,346660677
chr1A%351935370%351935371,chr1A,351935370,351935371
chr1A%353137778%353137779,chr1A,353137778,353137779
chr1A%355153457%355153458,chr1A,355153457,355153458
chr1A%356844542%356844543,chr1A,356844542,356844543
chr1A%356844543%356844544,chr1A,356844543,356844544
chr1A%356844545%356844546,chr1A,356844545,356844546
chr1A%358627761%358627762,chr1A,358627761,358627762
chr1A%364092319%364092320,chr1A,364092319,364092320
chr1A%365677388%365677389,chr1A,365677388,365677389
chr1A%374764663%374764664,chr1A,374764663,374764664
chr1A%378815970%378815971,chr1A,378815970,378815971
chr1A%378815972%378815973,chr1A,378815972,378815973
chr1A%391430037%391430038,chr1A,391430037,391430038
chr1A%391430185%391430186,chr1A,391430185,391430186
chr1A%397780259%397780260,chr1A,397780259,397780260
chr1A%397918619%397918620,chr1A,397918619,397918620
chr1A%406118342%406118343,chr1A,406118342,406118343
chr1A%406118352%406118353,chr1A,406118352,406118353
chr1A%409147769%409147770,chr1A,409147769,409147770
chr1A%409148032%409148033,chr1A,409148032,409148033
chr1A%422263815%422263816,chr1A,422263815,422263816
chr1A%441684402%441684403,chr1A,441684402,441684403
chr1A%444435680%444435681,chr1A,444435680,444435681
chr1A%454839380%454839381,chr1A,454839380,454839381
chr1A%463486607%463486608,chr1A,463486607,463486608
chr1A%463486619%463486620,chr1A,463486619,463486620
chr1A%465942999%465943000,chr1A,465942999,465943000
chr1A%475809596%475809597,chr1A,475809596,475809597
chr1A%476204227%476204228,chr1A,476204227,476204228
chr1A%479871426%479871427,chr1A,479871426,479871427
chr1A%484356591%484356592,chr1A,484356591,484356592
chr1A%484613359%484613360,chr1A,484613359,484613360
chr1A%486582094%486582095,chr1A,486582094,486582095
chr1A%494824327%494824328,chr1A,494824327,494824328
chr1A%496713906%496713907,chr1A,496713906,496713907
chr1A%499017841%499017842,chr1A,499017841,499017842
chr1A%505781498%505781499,chr1A,505781498,505781499
chr1A%505781597%505781598,chr1A,505781597,505781598
chr1A%505781599%505781600,chr1A,505781599,505781600
chr1A%505781611%505781612,chr1A,505781611,505781612
chr1A%512880048%512880049,chr1A,512880048,512880049
chr1A%512880189%512880190,chr1A,512880189,512880190
chr1A%512880207%512880208,chr1A,512880207,512880208
chr1A%512880210%512880211,chr1A,512880210,512880211
chr1A%512880222%512880223,chr1A,512880222,512880223
chr1A%512880227%512880228,chr1A,512880227,512880228
chr1A%514337799%514337800,chr1A,514337799,514337800
chr1A%514337807%514337808,chr1A,514337807,514337808
chr1A%514337817%514337818,chr1A,514337817,514337818
chr1A%514337831%514337832,chr1A,514337831,514337832
chr1A%522303132%522303133,chr1A,522303132,522303133
chr1A%531842008%531842009,chr1A,531842008,531842009
chr1A%538125881%538125882,chr1A,538125881,538125882
chr1A%538127925%538127926,chr1A,538127925,538127926
chr1A%538357344%538357345,chr1A,538357344,538357345
chr1A%539129122%539129123,chr1A,539129122,539129123
chr1A%539130007%539130008,chr1A,539130007,539130008
chr1A%539130008%539130009,chr1A,539130008,539130009
chr1A%539659659%539659660,chr1A,539659659,539659660
chr1A%543378622%543378623,chr1A,543378622,543378623
chr1A%550314119%550314120,chr1A,550314119,550314120
chr1A%550811936%550811937,chr1A,550811936,550811937
chr1A%551285787%551285788,chr1A,551285787,551285788
chr1A%553456814%553456815,chr1A,553456814,553456815
chr1A%553894377%553894378,chr1A,553894377,553894378
chr1A%553895751%553895752,chr1A,553895751,553895752
chr1A%553895906%553895907,chr1A,553895906,553895907
chr1A%554378590%554378591,chr1A,554378590,554378591
chr1A%554378626%554378627,chr1A,554378626,554378627
chr1A%556450009%556450010,chr1A,556450009,556450010
chr1A%558780866%558780867,chr1A,558780866,558780867
chr1A%563073741%563073742,chr1A,563073741,563073742
chr1A%563073746%563073747,chr1A,563073746,563073747
chr1A%565979319%565979320,chr1A,565979319,565979320
chr1A%565979373%565979374,chr1A,565979373,565979374
chr1A%565979411%565979412,chr1A,565979411,565979412
chr1A%568194380%568194381,chr1A,568194380,568194381
chr1A%571165449%571165450,chr1A,571165449,571165450
chr1A%571165487%571165488,chr1A,571165487,571165488
chr1A%574279352%574279353,chr1A,574279352,574279353
chr1A%576834966%576834967,chr1A,576834966,576834967
chr1A%577085300%577085301,chr1A,577085300,577085301
chr1A%580128814%580128815,chr1A,580128814,580128815
chr1A%586637473%586637474,chr1A,586637473,586637474
chr1A%588811249%588811250,chr1A,588811249,588811250
chr1A%589952525%589952526,chr1A,589952525,589952526
chr1A%597848993%597848994,chr1A,597848993,597848994
chr1A%597849932%597849933,chr1A,597849932,597849933
chr1A%597849936%597849937,chr1A,597849936,597849937
chr1B%1413078%1413079,chr1B,1413078,1413079
chr1B%2363031%2363032,chr1B,2363031,2363032
chr1B%4055619%4055620,chr1B,4055619,4055620
chr1B%4134297%4134298,chr1B,4134297,4134298
chr1B%4305894%4305895,chr1B,4305894,4305895
chr1B%4305976%4305977,chr1B,4305976,4305977
chr1B%4990084%4990085,chr1B,4990084,4990085
chr1B%4990085%4990086,chr1B,4990085,4990086
chr1B%4990093%4990094,chr1B,4990093,4990094
chr1B%9199714%9199715,chr1B,9199714,9199715
chr1B%9704131%9704132,chr1B,9704131,9704132
chr1B%10064517%10064518,chr1B,10064517,10064518
chr1B%10064801%10064802,chr1B,10064801,10064802
chr1B%10111730%10111731,chr1B,10111730,10111731
chr1B%10604111%10604112,chr1B,10604111,10604112
chr1B%10898737%10898738,chr1B,10898737,10898738
chr1B%11710007%11710008,chr1B,11710007,11710008
chr1B%12212572%12212573,chr1B,12212572,12212573
chr1B%13214613%13214614,chr1B,13214613,13214614
chr1B%13214673%13214674,chr1B,13214673,13214674
chr1B%13293811%13293812,chr1B,13293811,13293812
chr1B%13293827%13293828,chr1B,13293827,13293828
chr1B%13293841%13293842,chr1B,13293841,13293842
chr1B%14913679%14913680,chr1B,14913679,14913680
chr1B%15579095%15579096,chr1B,15579095,15579096
chr1B%18173173%18173174,chr1B,18173173,18173174
chr1B%18200794%18200795,chr1B,18200794,18200795
chr1B%18607461%18607462,chr1B,18607461,18607462
chr1B%18627881%18627882,chr1B,18627881,18627882
chr1B%18632266%18632267,chr1B,18632266,18632267
chr1B%18699895%18699896,chr1B,18699895,18699896
chr1B%18700237%18700238,chr1B,18700237,18700238
chr1B%18700273%18700274,chr1B,18700273,18700274
chr1B%18700333%18700334,chr1B,18700333,18700334
chr1B%19235249%19235250,chr1B,19235249,19235250
chr1B%19495103%19495104,chr1B,19495103,19495104
chr1B%19844053%19844054,chr1B,19844053,19844054
chr1B%19844062%19844063,chr1B,19844062,19844063
chr1B%19844064%19844065,chr1B,19844064,19844065
chr1B%21384302%21384303,chr1B,21384302,21384303
chr1B%21384342%21384343,chr1B,21384342,21384343
chr1B%21386994%21386995,chr1B,21386994,21386995
chr1B%23175791%23175792,chr1B,23175791,23175792
chr1B%25277679%25277680,chr1B,25277679,25277680
chr1B%25368527%25368528,chr1B,25368527,25368528
chr1B%25508890%25508891,chr1B,25508890,25508891
chr1B%25508917%25508918,chr1B,25508917,25508918
chr1B%25508920%25508921,chr1B,25508920,25508921
chr1B%25508944%25508945,chr1B,25508944,25508945
chr1B%25517279%25517280,chr1B,25517279,25517280
chr1B%25519563%25519564,chr1B,25519563,25519564
chr1B%25976048%25976049,chr1B,25976048,25976049
chr1B%25978825%25978826,chr1B,25978825,25978826
chr1B%27080231%27080232,chr1B,27080231,27080232
chr1B%27082661%27082662,chr1B,27082661,27082662
chr1B%27082785%27082786,chr1B,27082785,27082786
chr1B%27082914%27082915,chr1B,27082914,27082915
chr1B%29889315%29889316,chr1B,29889315,29889316
chr1B%29892192%29892193,chr1B,29892192,29892193
chr1B%29892207%29892208,chr1B,29892207,29892208
chr1B%30364603%30364604,chr1B,30364603,30364604
chr1B%30364650%30364651,chr1B,30364650,30364651
chr1B%31138295%31138296,chr1B,31138295,31138296
chr1B%35211153%35211154,chr1B,35211153,35211154
chr1B%35211880%35211881,chr1B,35211880,35211881
chr1B%36179062%36179063,chr1B,36179062,36179063
chr1B%36179066%36179067,chr1B,36179066,36179067
chr1B%36179302%36179303,chr1B,36179302,36179303
chr1B%41287255%41287256,chr1B,41287255,41287256
chr1B%41287312%41287313,chr1B,41287312,41287313
chr1B%41698730%41698731,chr1B,41698730,41698731
chr1B%41698822%41698823,chr1B,41698822,41698823
chr1B%41699912%41699913,chr1B,41699912,41699913
chr1B%41700456%41700457,chr1B,41700456,41700457
chr1B%41700567%41700568,chr1B,41700567,41700568
chr1B%41700601%41700602,chr1B,41700601,41700602
chr1B%41700679%41700680,chr1B,41700679,41700680
chr1B%41700784%41700785,chr1B,41700784,41700785
chr1B%41700803%41700804,chr1B,41700803,41700804
chr1B%41700837%41700838,chr1B,41700837,41700838
chr1B%41700867%41700868,chr1B,41700867,41700868
chr1B%41700993%41700994,chr1B,41700993,41700994
chr1B%41702224%41702225,chr1B,41702224,41702225
chr1B%42605729%42605730,chr1B,42605729,42605730
chr1B%42605778%42605779,chr1B,42605778,42605779
chr1B%42606410%42606411,chr1B,42606410,42606411
chr1B%42606696%42606697,chr1B,42606696,42606697
chr1B%44553878%44553879,chr1B,44553878,44553879
chr1B%44793918%44793919,chr1B,44793918,44793919
chr1B%44794079%44794080,chr1B,44794079,44794080
chr1B%44794092%44794093,chr1B,44794092,44794093
chr1B%44794150%44794151,chr1B,44794150,44794151
chr1B%44794193%44794194,chr1B,44794193,44794194
chr1B%44794499%44794500,chr1B,44794499,44794500
chr1B%44794717%44794718,chr1B,44794717,44794718
chr1B%44794851%44794852,chr1B,44794851,44794852
chr1B%45449868%45449869,chr1B,45449868,45449869
chr1B%45459270%45459271,chr1B,45459270,45459271
chr1B%46090176%46090177,chr1B,46090176,46090177
chr1B%46090207%46090208,chr1B,46090207,46090208
chr1B%46090652%46090653,chr1B,46090652,46090653
chr1B%46090683%46090684,chr1B,46090683,46090684
chr1B%46090691%46090692,chr1B,46090691,46090692
chr1B%46408072%46408073,chr1B,46408072,46408073
chr1B%47884198%47884199,chr1B,47884198,47884199
chr1B%48674166%48674167,chr1B,48674166,48674167
chr1B%50423990%50423991,chr1B,50423990,50423991
chr1B%51938213%51938214,chr1B,51938213,51938214
chr1B%51940329%51940330,chr1B,51940329,51940330
chr1B%51940380%51940381,chr1B,51940380,51940381
chr1B%51940489%51940490,chr1B,51940489,51940490
chr1B%51940501%51940502,chr1B,51940501,51940502
chr1B%51940575%51940576,chr1B,51940575,51940576
chr1B%52076474%52076475,chr1B,52076474,52076475
chr1B%52076475%52076476,chr1B,52076475,52076476
chr1B%52123489%52123490,chr1B,52123489,52123490
chr1B%52176939%52176940,chr1B,52176939,52176940
chr1B%52180608%52180609,chr1B,52180608,52180609
chr1B%52410414%52410415,chr1B,52410414,52410415
chr1B%52410444%52410445,chr1B,52410444,52410445
chr1B%53656834%53656835,chr1B,53656834,53656835
chr1B%53656864%53656865,chr1B,53656864,53656865
chr1B%54964776%54964777,chr1B,54964776,54964777
chr1B%54964791%54964792,chr1B,54964791,54964792
chr1B%54964797%54964798,chr1B,54964797,54964798
chr1B%54964908%54964909,chr1B,54964908,54964909
chr1B%54964947%54964948,chr1B,54964947,54964948
chr1B%54964964%54964965,chr1B,54964964,54964965
chr1B%55479965%55479966,chr1B,55479965,55479966
chr1B%55480284%55480285,chr1B,55480284,55480285
chr1B%55480305%55480306,chr1B,55480305,55480306
chr1B%55482376%55482377,chr1B,55482376,55482377
chr1B%55482492%55482493,chr1B,55482492,55482493
chr1B%55482506%55482507,chr1B,55482506,55482507
chr1B%55482596%55482597,chr1B,55482596,55482597
chr1B%56068698%56068699,chr1B,56068698,56068699
chr1B%56068704%56068705,chr1B,56068704,56068705
chr1B%56069488%56069489,chr1B,56069488,56069489
chr1B%56276603%56276604,chr1B,56276603,56276604
chr1B%56276651%56276652,chr1B,56276651,56276652
chr1B%56276653%56276654,chr1B,56276653,56276654
chr1B%58404984%58404985,chr1B,58404984,58404985
chr1B%58404987%58404988,chr1B,58404987,58404988
chr1B%58554934%58554935,chr1B,58554934,58554935
chr1B%58554986%58554987,chr1B,58554986,58554987
chr1B%58743991%58743992,chr1B,58743991,58743992
chr1B%58745733%58745734,chr1B,58745733,58745734
chr1B%58745775%58745776,chr1B,58745775,58745776
chr1B%58746153%58746154,chr1B,58746153,58746154
chr1B%58746352%58746353,chr1B,58746352,58746353
chr1B%58748536%58748537,chr1B,58748536,58748537
chr1B%58748833%58748834,chr1B,58748833,58748834
chr1B%58749158%58749159,chr1B,58749158,58749159
chr1B%58749297%58749298,chr1B,58749297,58749298
chr1B%58749298%58749299,chr1B,58749298,58749299
chr1B%58749403%58749404,chr1B,58749403,58749404
chr1B%58749424%58749425,chr1B,58749424,58749425
chr1B%58750273%58750274,chr1B,58750273,58750274
chr1B%58750284%58750285,chr1B,58750284,58750285
chr1B%58750366%58750367,chr1B,58750366,58750367
chr1B%58750452%58750453,chr1B,58750452,58750453
chr1B%58750535%58750536,chr1B,58750535,58750536
chr1B%58750643%58750644,chr1B,58750643,58750644
chr1B%58750775%58750776,chr1B,58750775,58750776
chr1B%58750845%58750846,chr1B,58750845,58750846
chr1B%58750850%58750851,chr1B,58750850,58750851
chr1B%58750855%58750856,chr1B,58750855,58750856
chr1B%58750859%58750860,chr1B,58750859,58750860
chr1B%58751241%58751242,chr1B,58751241,58751242
chr1B%58751630%58751631,chr1B,58751630,58751631
chr1B%58753546%58753547,chr1B,58753546,58753547
chr1B%58766815%58766816,chr1B,58766815,58766816
chr1B%58766849%58766850,chr1B,58766849,58766850
chr1B%58766861%58766862,chr1B,58766861,58766862
chr1B%60386096%60386097,chr1B,60386096,60386097
chr1B%60386201%60386202,chr1B,60386201,60386202
chr1B%60386414%60386415,chr1B,60386414,60386415
chr1B%60933657%60933658,chr1B,60933657,60933658
chr1B%61462633%61462634,chr1B,61462633,61462634
chr1B%61462729%61462730,chr1B,61462729,61462730
chr1B%61462798%61462799,chr1B,61462798,61462799
chr1B%61555751%61555752,chr1B,61555751,61555752
chr1B%61555799%61555800,chr1B,61555799,61555800
chr1B%61556271%61556272,chr1B,61556271,61556272
chr1B%61556277%61556278,chr1B,61556277,61556278
chr1B%61803116%61803117,chr1B,61803116,61803117
chr1B%61803132%61803133,chr1B,61803132,61803133
chr1B%61803165%61803166,chr1B,61803165,61803166
chr1B%61804502%61804503,chr1B,61804502,61804503
chr1B%61804503%61804504,chr1B,61804503,61804504
chr1B%61805202%61805203,chr1B,61805202,61805203
chr1B%61805420%61805421,chr1B,61805420,61805421
chr1B%61805443%61805444,chr1B,61805443,61805444
chr1B%61805464%61805465,chr1B,61805464,61805465
chr1B%61805559%61805560,chr1B,61805559,61805560
chr1B%61806522%61806523,chr1B,61806522,61806523
chr1B%61806544%61806545,chr1B,61806544,61806545
chr1B%61806962%61806963,chr1B,61806962,61806963
chr1B%61806995%61806996,chr1B,61806995,61806996
chr1B%61807914%61807915,chr1B,61807914,61807915
chr1B%62368179%62368180,chr1B,62368179,62368180
chr1B%62368247%62368248,chr1B,62368247,62368248
chr1B%62368555%62368556,chr1B,62368555,62368556
chr1B%62369372%62369373,chr1B,62369372,62369373
chr1B%62369681%62369682,chr1B,62369681,62369682
chr1B%62369704%62369705,chr1B,62369704,62369705
chr1B%62472120%62472121,chr1B,62472120,62472121
chr1B%62491376%62491377,chr1B,62491376,62491377
chr1B%62491523%62491524,chr1B,62491523,62491524
chr1B%62491623%62491624,chr1B,62491623,62491624
chr1B%62491875%62491876,chr1B,62491875,62491876
chr1B%62866274%62866275,chr1B,62866274,62866275
chr1B%62866366%62866367,chr1B,62866366,62866367
chr1B%62866398%62866399,chr1B,62866398,62866399
chr1B%62866400%62866401,chr1B,62866400,62866401
chr1B%62922424%62922425,chr1B,62922424,62922425
chr1B%62922427%62922428,chr1B,62922427,62922428
chr1B%62922475%62922476,chr1B,62922475,62922476
chr1B%62922541%62922542,chr1B,62922541,62922542
chr1B%62922619%62922620,chr1B,62922619,62922620
chr1B%62922640%62922641,chr1B,62922640,62922641
chr1B%62922668%62922669,chr1B,62922668,62922669
chr1B%62922682%62922683,chr1B,62922682,62922683
chr1B%62922778%62922779,chr1B,62922778,62922779
chr1B%62922791%62922792,chr1B,62922791,62922792
chr1B%62922796%62922797,chr1B,62922796,62922797
chr1B%62922829%62922830,chr1B,62922829,62922830
chr1B%62922859%62922860,chr1B,62922859,62922860
chr1B%62922912%62922913,chr1B,62922912,62922913
chr1B%62923772%62923773,chr1B,62923772,62923773
chr1B%62923773%62923774,chr1B,62923773,62923774
chr1B%62923836%62923837,chr1B,62923836,62923837
chr1B%62981605%62981606,chr1B,62981605,62981606
chr1B%63128348%63128349,chr1B,63128348,63128349
chr1B%63128429%63128430,chr1B,63128429,63128430
chr1B%63166786%63166787,chr1B,63166786,63166787
chr1B%63167009%63167010,chr1B,63167009,63167010
chr1B%63167087%63167088,chr1B,63167087,63167088
chr1B%63167150%63167151,chr1B,63167150,63167151
chr1B%63167182%63167183,chr1B,63167182,63167183
chr1B%63167265%63167266,chr1B,63167265,63167266
chr1B%63167468%63167469,chr1B,63167468,63167469
chr1B%63890616%63890617,chr1B,63890616,63890617
chr1B%63891814%63891815,chr1B,63891814,63891815
chr1B%63893638%63893639,chr1B,63893638,63893639
chr1B%63893762%63893763,chr1B,63893762,63893763
chr1B%64107221%64107222,chr1B,64107221,64107222
chr1B%64130086%64130087,chr1B,64130086,64130087
chr1B%64244929%64244930,chr1B,64244929,64244930
chr1B%64247585%64247586,chr1B,64247585,64247586
chr1B%64248115%64248116,chr1B,64248115,64248116
chr1B%64248344%64248345,chr1B,64248344,64248345
chr1B%64248386%64248387,chr1B,64248386,64248387
chr1B%64251317%64251318,chr1B,64251317,64251318
chr1B%64251715%64251716,chr1B,64251715,64251716
chr1B%64519169%64519170,chr1B,64519169,64519170
chr1B%64519331%64519332,chr1B,64519331,64519332
chr1B%64520029%64520030,chr1B,64520029,64520030
chr1B%64520556%64520557,chr1B,64520556,64520557
chr1B%64521060%64521061,chr1B,64521060,64521061
chr1B%64522406%64522407,chr1B,64522406,64522407
chr1B%64522420%64522421,chr1B,64522420,64522421
chr1B%64522422%64522423,chr1B,64522422,64522423
chr1B%64522496%64522497,chr1B,64522496,64522497
chr1B%64522506%64522507,chr1B,64522506,64522507
chr1B%64522509%64522510,chr1B,64522509,64522510
chr1B%64522540%64522541,chr1B,64522540,64522541
chr1B%64522609%64522610,chr1B,64522609,64522610
chr1B%64522686%64522687,chr1B,64522686,64522687
chr1B%64523113%64523114,chr1B,64523113,64523114
chr1B%64523117%64523118,chr1B,64523117,64523118
chr1B%64523122%64523123,chr1B,64523122,64523123
chr1B%64523135%64523136,chr1B,64523135,64523136
chr1B%66043700%66043701,chr1B,66043700,66043701
chr1B%66043703%66043704,chr1B,66043703,66043704
chr1B%66044541%66044542,chr1B,66044541,66044542
chr1B%66045038%66045039,chr1B,66045038,66045039
chr1B%66670409%66670410,chr1B,66670409,66670410
chr1B%66670440%66670441,chr1B,66670440,66670441
chr1B%66670466%66670467,chr1B,66670466,66670467
chr1B%66671344%66671345,chr1B,66671344,66671345
chr1B%67325526%67325527,chr1B,67325526,67325527
chr1B%67325707%67325708,chr1B,67325707,67325708
chr1B%67330117%67330118,chr1B,67330117,67330118
chr1B%67467705%67467706,chr1B,67467705,67467706
chr1B%67467728%67467729,chr1B,67467728,67467729
chr1B%67468913%67468914,chr1B,67468913,67468914
chr1B%67469453%67469454,chr1B,67469453,67469454
chr1B%68469618%68469619,chr1B,68469618,68469619
chr1B%68469638%68469639,chr1B,68469638,68469639
chr1B%68513675%68513676,chr1B,68513675,68513676
chr1B%68840007%68840008,chr1B,68840007,68840008
chr1B%69745937%69745938,chr1B,69745937,69745938
chr1B%71116229%71116230,chr1B,71116229,71116230
chr1B%71131842%71131843,chr1B,71131842,71131843
chr1B%71131917%71131918,chr1B,71131917,71131918
chr1B%71309122%71309123,chr1B,71309122,71309123
chr1B%71309155%71309156,chr1B,71309155,71309156
chr1B%71309157%71309158,chr1B,71309157,71309158
chr1B%71309212%71309213,chr1B,71309212,71309213
chr1B%71309224%71309225,chr1B,71309224,71309225
chr1B%71309302%71309303,chr1B,71309302,71309303
chr1B%71528838%71528839,chr1B,71528838,71528839
chr1B%71529289%71529290,chr1B,71529289,71529290
chr1B%71531689%71531690,chr1B,71531689,71531690
chr1B%71532066%71532067,chr1B,71532066,71532067
chr1B%71532096%71532097,chr1B,71532096,71532097
chr1B%72715638%72715639,chr1B,72715638,72715639
chr1B%72715649%72715650,chr1B,72715649,72715650
chr1B%72715714%72715715,chr1B,72715714,72715715
chr1B%72715766%72715767,chr1B,72715766,72715767
chr1B%72721100%72721101,chr1B,72721100,72721101
chr1B%72721294%72721295,chr1B,72721294,72721295
chr1B%72805234%72805235,chr1B,72805234,72805235
chr1B%72805756%72805757,chr1B,72805756,72805757
chr1B%72805796%72805797,chr1B,72805796,72805797
chr1B%72805902%72805903,chr1B,72805902,72805903
chr1B%72806767%72806768,chr1B,72806767,72806768
chr1B%73217844%73217845,chr1B,73217844,73217845
chr1B%73218536%73218537,chr1B,73218536,73218537
chr1B%73219532%73219533,chr1B,73219532,73219533
chr1B%73219741%73219742,chr1B,73219741,73219742
chr1B%73275926%73275927,chr1B,73275926,73275927
chr1B%73275938%73275939,chr1B,73275938,73275939
chr1B%73295862%73295863,chr1B,73295862,73295863
chr1B%73310782%73310783,chr1B,73310782,73310783
chr1B%73849136%73849137,chr1B,73849136,73849137
chr1B%73853800%73853801,chr1B,73853800,73853801
chr1B%73854554%73854555,chr1B,73854554,73854555
chr1B%74710021%74710022,chr1B,74710021,74710022
chr1B%75323389%75323390,chr1B,75323389,75323390
chr1B%75480309%75480310,chr1B,75480309,75480310
chr1B%75480321%75480322,chr1B,75480321,75480322
chr1B%75582154%75582155,chr1B,75582154,75582155
chr1B%75658459%75658460,chr1B,75658459,75658460
