source,chr,start,end
chr1A%20896894%20896895,chr1A,20896894,20896894
chr1A%20896899%20896900,chr1A,20896899,20896899
chr1A%20906568%20906569,chr1A,20906568,20906568
chr1A%21036026%21036027,chr1A,21036026,21036026
chr1A%21045820%21045821,chr1A,21045820,21045820
chr1A%21064855%21064856,chr1A,21064855,21064855
chr1A%21077332%21077333,chr1A,21077332,21077332
chr1A%21077379%21077380,chr1A,21077379,21077379
chr1A%21086720%21086721,chr1A,21086720,21086720
chr1A%21086722%21086723,chr1A,21086722,21086722
chr1A%21093443%21093444,chr1A,21093443,21093443
chr1A%22175887%22175888,chr1A,22175887,22175887
chr1A%22470015%22470016,chr1A,22470015,22470015
chr1A%22492286%22492287,chr1A,22492286,22492286
chr1A%22572470%22572471,chr1A,22572470,22572470
chr1A%22572475%22572476,chr1A,22572475,22572475
chr1A%22720102%22720103,chr1A,22720102,22720102
chr1A%22720219%22720220,chr1A,22720219,22720219
chr1A%23119654%23119655,chr1A,23119654,23119654
chr1A%23693807%23693808,chr1A,23693807,23693807
chr1A%23701678%23701679,chr1A,23701678,23701678
chr1A%23701698%23701699,chr1A,23701698,23701698
chr1A%23925086%23925087,chr1A,23925086,23925086
chr1A%25390326%25390327,chr1A,25390326,25390326
chr1A%25399435%25399436,chr1A,25399435,25399435
chr1A%25400317%25400318,chr1A,25400317,25400317
chr1A%25676195%25676196,chr1A,25676195,25676195
chr1A%25676211%25676212,chr1A,25676211,25676211
chr1A%26034668%26034669,chr1A,26034668,26034668
chr1A%27186811%27186812,chr1A,27186811,27186811
chr1A%27279693%27279694,chr1A,27279693,27279693
chr1A%28156458%28156459,chr1A,28156458,28156458
chr1A%28298686%28298687,chr1A,28298686,28298686
chr1A%31925122%31925123,chr1A,31925122,31925122
chr1A%31929998%31929999,chr1A,31929998,31929998
chr1A%32122436%32122437,chr1A,32122436,32122436
chr1A%34356914%34356915,chr1A,34356914,34356914
chr1A%34495469%34495470,chr1A,34495469,34495469
chr1A%34497269%34497270,chr1A,34497269,34497269
chr1A%34508367%34508368,chr1A,34508367,34508367
chr1A%36057845%36057846,chr1A,36057845,36057845
chr1A%38452125%38452126,chr1A,38452125,38452125
chr1A%42115263%42115264,chr1A,42115263,42115263
chr1A%42995297%42995298,chr1A,42995297,42995297
chr1A%43679802%43679803,chr1A,43679802,43679802
chr1A%44832006%44832007,chr1A,44832006,44832006
chr1A%45572973%45572974,chr1A,45572973,45572973
chr1A%47845529%47845530,chr1A,47845529,47845529
chr1A%47892418%47892419,chr1A,47892418,47892418
chr1A%48186466%48186467,chr1A,48186466,48186466
chr1A%48255670%48255671,chr1A,48255670,48255670
chr1A%48255715%48255716,chr1A,48255715,48255715
chr1A%48255732%48255733,chr1A,48255732,48255732
chr1A%48257210%48257211,chr1A,48257210,48257210
chr1A%48257226%48257227,chr1A,48257226,48257226
chr1A%48257256%48257257,chr1A,48257256,48257256
chr1A%49510204%49510205,chr1A,49510204,49510204
chr1A%49936472%49936473,chr1A,49936472,49936472
chr1A%49973116%49973117,chr1A,49973116,49973116
chr1A%50011953%50011954,chr1A,50011953,50011953
chr1A%50147930%50147931,chr1A,50147930,50147930
chr1A%50209933%50209934,chr1A,50209933,50209933
chr1A%50781002%50781003,chr1A,50781002,50781002
chr1A%53078918%53078919,chr1A,53078918,53078918
chr1A%54011168%54011169,chr1A,54011168,54011168
chr1A%54275728%54275729,chr1A,54275728,54275728
chr1A%55165621%55165622,chr1A,55165621,55165621
chr1A%55814137%55814138,chr1A,55814137,55814137
chr1A%55984009%55984010,chr1A,55984009,55984009
chr1A%56671877%56671878,chr1A,56671877,56671877
chr1A%60754015%60754016,chr1A,60754015,60754015
chr1A%67070995%67070996,chr1A,67070995,67070995
chr1A%67079444%67079445,chr1A,67079444,67079444
chr1A%70684120%70684121,chr1A,70684120,70684120
chr1A%71060420%71060421,chr1A,71060420,71060420
chr1A%71071182%71071183,chr1A,71071182,71071182
chr1A%71403169%71403170,chr1A,71403169,71403169
chr1A%72484375%72484376,chr1A,72484375,72484375
chr1A%81087656%81087657,chr1A,81087656,81087656
chr1A%81089053%81089054,chr1A,81089053,81089053
chr1A%83012813%83012814,chr1A,83012813,83012813
chr1A%86754987%86754988,chr1A,86754987,86754987
chr1A%86773483%86773484,chr1A,86773483,86773483
chr1A%86773994%86773995,chr1A,86773994,86773994
chr1A%86773998%86773999,chr1A,86773998,86773998
chr1A%86774671%86774672,chr1A,86774671,86774671
chr1A%87107192%87107193,chr1A,87107192,87107192
chr1A%87117737%87117738,chr1A,87117737,87117737
chr1A%88506338%88506339,chr1A,88506338,88506338
chr1A%90434268%90434269,chr1A,90434268,90434268
chr1A%90434281%90434282,chr1A,90434281,90434281
chr1A%90437727%90437728,chr1A,90437727,90437727
chr1A%92136607%92136608,chr1A,92136607,92136607
chr1A%92138605%92138606,chr1A,92138605,92138605
chr1A%92138626%92138627,chr1A,92138626,92138626
chr1A%92138665%92138666,chr1A,92138665,92138665
chr1A%92138692%92138693,chr1A,92138692,92138692
chr1A%92138697%92138698,chr1A,92138697,92138697
chr1A%101864659%101864660,chr1A,101864659,101864659
chr1A%101875950%101875951,chr1A,101875950,101875950
chr1A%105267466%105267467,chr1A,105267466,105267466
chr1A%105380853%105380854,chr1A,105380853,105380853
chr1A%106498349%106498350,chr1A,106498349,106498349
chr1A%106518598%106518599,chr1A,106518598,106518598
chr1A%106531665%106531666,chr1A,106531665,106531665
chr1A%106537407%106537408,chr1A,106537407,106537407
chr1A%112302542%112302543,chr1A,112302542,112302542
chr1A%114196447%114196448,chr1A,114196447,114196447
chr1A%114196555%114196556,chr1A,114196555,114196555
chr1A%114196574%114196575,chr1A,114196574,114196574
chr1A%115582387%115582388,chr1A,115582387,115582387
chr1A%117348350%117348351,chr1A,117348350,117348350
chr1A%117370456%117370457,chr1A,117370456,117370456
chr1A%117370458%117370459,chr1A,117370458,117370458
chr1A%118185190%118185191,chr1A,118185190,118185190
chr1A%118185192%118185193,chr1A,118185192,118185192
chr1A%121977756%121977757,chr1A,121977756,121977756
chr1A%122028678%122028679,chr1A,122028678,122028678
chr1A%123818084%123818085,chr1A,123818084,123818084
chr1A%123818133%123818134,chr1A,123818133,123818133
chr1A%124495290%124495291,chr1A,124495290,124495290
chr1A%126637886%126637887,chr1A,126637886,126637886
chr1A%133030033%133030034,chr1A,133030033,133030033
chr1A%133536514%133536515,chr1A,133536514,133536514
chr1A%136074705%136074706,chr1A,136074705,136074705
chr1A%136075048%136075049,chr1A,136075048,136075048
chr1A%136910911%136910912,chr1A,136910911,136910911
chr1A%137457971%137457972,chr1A,137457971,137457971
chr1A%144230239%144230240,chr1A,144230239,144230239
chr1A%144232097%144232098,chr1A,144232097,144232097
chr1A%144253440%144253441,chr1A,144253440,144253440
chr1A%144253454%144253455,chr1A,144253454,144253454
chr1A%144255846%144255847,chr1A,144255846,144255846
chr1A%144259371%144259372,chr1A,144259371,144259371
chr1A%144260071%144260072,chr1A,144260071,144260071
chr1A%149509673%149509674,chr1A,149509673,149509673
chr1A%149511568%149511569,chr1A,149511568,149511568
chr1A%149511736%149511737,chr1A,149511736,149511736
chr1A%149511737%149511738,chr1A,149511737,149511737
chr1A%149774453%149774454,chr1A,149774453,149774453
chr1A%149774467%149774468,chr1A,149774467,149774467
chr1A%149774486%149774487,chr1A,149774486,149774486
chr1A%149774491%149774492,chr1A,149774491,149774491
chr1A%150907056%150907057,chr1A,150907056,150907056
chr1A%150907062%150907063,chr1A,150907062,150907062
chr1A%154060436%154060437,chr1A,154060436,154060436
chr1A%155726275%155726276,chr1A,155726275,155726275
chr1A%155766964%155766965,chr1A,155766964,155766964
chr1A%155774476%155774477,chr1A,155774476,155774476
chr1A%155779264%155779265,chr1A,155779264,155779264
chr1A%157653227%157653228,chr1A,157653227,157653227
chr1A%163064776%163064777,chr1A,163064776,163064776
chr1A%189128343%189128344,chr1A,189128343,189128343
chr1A%189422595%189422596,chr1A,189422595,189422595
chr1A%189422615%189422616,chr1A,189422615,189422615
chr1A%192630626%192630627,chr1A,192630626,192630626
chr1A%193074915%193074916,chr1A,193074915,193074915
chr1A%193074918%193074919,chr1A,193074918,193074918
chr1A%194228857%194228858,chr1A,194228857,194228857
chr1A%194920939%194920940,chr1A,194920939,194920939
chr1A%199444514%199444515,chr1A,199444514,199444514
chr1A%200553663%200553664,chr1A,200553663,200553663
chr1A%200733546%200733547,chr1A,200733546,200733546
chr1A%200733885%200733886,chr1A,200733885,200733885
chr1A%201487097%201487098,chr1A,201487097,201487097
chr1A%203026145%203026146,chr1A,203026145,203026145
chr1A%203041460%203041461,chr1A,203041460,203041460
chr1A%203051487%203051488,chr1A,203051487,203051487
chr1A%203051538%203051539,chr1A,203051538,203051538
chr1A%203057984%203057985,chr1A,203057984,203057984
chr1A%205973025%205973026,chr1A,205973025,205973025
chr1A%205975171%205975172,chr1A,205975171,205975171
chr1A%207355056%207355057,chr1A,207355056,207355056
chr1A%207355073%207355074,chr1A,207355073,207355073
chr1A%207402453%207402454,chr1A,207402453,207402453
chr1A%207402813%207402814,chr1A,207402813,207402813
chr1A%207402814%207402815,chr1A,207402814,207402814
chr1A%207402833%207402834,chr1A,207402833,207402833
chr1A%208128068%208128069,chr1A,208128068,208128068
chr1A%208128071%208128072,chr1A,208128071,208128071
chr1A%208848158%208848159,chr1A,208848158,208848158
chr1A%209896553%209896554,chr1A,209896553,209896553
chr1A%209918073%209918074,chr1A,209918073,209918073
chr1A%210039460%210039461,chr1A,210039460,210039460
chr1A%211289125%211289126,chr1A,211289125,211289125
chr1A%212420659%212420660,chr1A,212420659,212420659
chr1A%212497830%212497831,chr1A,212497830,212497830
chr1A%212498138%212498139,chr1A,212498138,212498138
chr1A%212498170%212498171,chr1A,212498170,212498170
chr1A%215187228%215187229,chr1A,215187228,215187228
chr1A%215187354%215187355,chr1A,215187354,215187354
chr1A%215193696%215193697,chr1A,215193696,215193696
chr1A%215204623%215204624,chr1A,215204623,215204623
chr1A%215204672%215204673,chr1A,215204672,215204672
chr1A%215223890%215223891,chr1A,215223890,215223890
chr1A%215224275%215224276,chr1A,215224275,215224275
chr1A%215252453%215252454,chr1A,215252453,215252453
chr1A%218255434%218255435,chr1A,218255434,218255434
chr1A%218298029%218298030,chr1A,218298029,218298029
chr1A%219738956%219738957,chr1A,219738956,219738956
chr1A%224243879%224243880,chr1A,224243879,224243879
chr1A%225378753%225378754,chr1A,225378753,225378753
chr1A%225378754%225378755,chr1A,225378754,225378754
chr1A%225378776%225378777,chr1A,225378776,225378776
chr1A%226991931%226991932,chr1A,226991931,226991931
chr1A%227499341%227499342,chr1A,227499341,227499341
chr1A%230611925%230611926,chr1A,230611925,230611925
chr1A%231532560%231532561,chr1A,231532560,231532560
chr1A%233854998%233854999,chr1A,233854998,233854998
chr1A%235599562%235599563,chr1A,235599562,235599562
chr1A%238827016%238827017,chr1A,238827016,238827016
chr1A%239395396%239395397,chr1A,239395396,239395396
chr1A%239395410%239395411,chr1A,239395410,239395410
chr1A%239395425%239395426,chr1A,239395425,239395425
chr1A%239402481%239402482,chr1A,239402481,239402481
chr1A%240898654%240898655,chr1A,240898654,240898654
chr1A%240905018%240905019,chr1A,240905018,240905018
chr1A%240946054%240946055,chr1A,240946054,240946054
chr1A%240946075%240946076,chr1A,240946075,240946075
chr1A%241525269%241525270,chr1A,241525269,241525269
chr1A%241708773%241708774,chr1A,241708773,241708773
chr1A%241753329%241753330,chr1A,241753329,241753329
chr1A%241764923%241764924,chr1A,241764923,241764923
chr1A%241784604%241784605,chr1A,241784604,241784604
chr1A%241784610%241784611,chr1A,241784610,241784610
chr1A%244618249%244618250,chr1A,244618249,244618249
chr1A%244833307%244833308,chr1A,244833307,244833307
chr1A%247515199%247515200,chr1A,247515199,247515199
chr1A%247515203%247515204,chr1A,247515203,247515203
chr1A%247515504%247515505,chr1A,247515504,247515504
chr1A%248564746%248564747,chr1A,248564746,248564746
chr1A%249951626%249951627,chr1A,249951626,249951626
chr1A%253009978%253009979,chr1A,253009978,253009978
chr1A%253010316%253010317,chr1A,253010316,253010316
chr1A%253137814%253137815,chr1A,253137814,253137814
chr1A%253173154%253173155,chr1A,253173154,253173154
chr1A%256132839%256132840,chr1A,256132839,256132839
chr1A%256867622%256867623,chr1A,256867622,256867622
chr1A%257621998%257621999,chr1A,257621998,257621998
chr1A%260930848%260930849,chr1A,260930848,260930848
chr1A%261568180%261568181,chr1A,261568180,261568180
chr1A%261568181%261568182,chr1A,261568181,261568181
chr1A%261568185%261568186,chr1A,261568185,261568185
chr1A%261946459%261946460,chr1A,261946459,261946459
chr1A%263670477%263670478,chr1A,263670477,263670477
chr1A%263902926%263902927,chr1A,263902926,263902926
chr1A%264335096%264335097,chr1A,264335096,264335096
chr1A%264934668%264934669,chr1A,264934668,264934668
chr1A%264936749%264936750,chr1A,264936749,264936749
chr1A%264937036%264937037,chr1A,264937036,264937036
chr1A%265155596%265155597,chr1A,265155596,265155596
chr1A%265945229%265945230,chr1A,265945229,265945229
chr1A%266671679%266671680,chr1A,266671679,266671679
chr1A%266961093%266961094,chr1A,266961093,266961093
chr1A%267059939%267059940,chr1A,267059939,267059939
chr1A%267523302%267523303,chr1A,267523302,267523302
chr1A%267523320%267523321,chr1A,267523320,267523320
chr1A%267523324%267523325,chr1A,267523324,267523324
chr1A%268552968%268552969,chr1A,268552968,268552968
chr1A%268552970%268552971,chr1A,268552970,268552970
chr1A%269556062%269556063,chr1A,269556062,269556062
chr1A%269556072%269556073,chr1A,269556072,269556072
chr1A%270541949%270541950,chr1A,270541949,270541949
chr1A%270541952%270541953,chr1A,270541952,270541952
chr1A%271754356%271754357,chr1A,271754356,271754356
chr1A%272017690%272017691,chr1A,272017690,272017690
chr1A%272024856%272024857,chr1A,272024856,272024856
chr1A%272026016%272026017,chr1A,272026016,272026016
chr1A%273388943%273388944,chr1A,273388943,273388943
chr1A%273899220%273899221,chr1A,273899220,273899220
chr1A%274075300%274075301,chr1A,274075300,274075300
chr1A%274078948%274078949,chr1A,274078948,274078948
chr1A%274416344%274416345,chr1A,274416344,274416344
chr1A%276430505%276430506,chr1A,276430505,276430505
chr1A%276446483%276446484,chr1A,276446483,276446483
chr1A%276446499%276446500,chr1A,276446499,276446499
chr1A%276446505%276446506,chr1A,276446505,276446505
chr1A%277658938%277658939,chr1A,277658938,277658938
chr1A%277659009%277659010,chr1A,277659009,277659009
chr1A%277663460%277663461,chr1A,277663460,277663460
chr1A%277663534%277663535,chr1A,277663534,277663534
chr1A%278575798%278575799,chr1A,278575798,278575798
chr1A%278576471%278576472,chr1A,278576471,278576471
chr1A%278576529%278576530,chr1A,278576529,278576529
chr1A%280167141%280167142,chr1A,280167141,280167141
chr1A%280187983%280187984,chr1A,280187983,280187983
chr1A%280187988%280187989,chr1A,280187988,280187988
chr1A%280188004%280188005,chr1A,280188004,280188004
chr1A%280198027%280198028,chr1A,280198027,280198027
chr1A%281689282%281689283,chr1A,281689282,281689282
chr1A%282071019%282071020,chr1A,282071019,282071019
chr1A%282071043%282071044,chr1A,282071043,282071043
chr1A%282071082%282071083,chr1A,282071082,282071082
chr1A%282148220%282148221,chr1A,282148220,282148220
chr1A%282390538%282390539,chr1A,282390538,282390538
chr1A%283910661%283910662,chr1A,283910661,283910661
chr1A%285226631%285226632,chr1A,285226631,285226631
chr1A%285770132%285770133,chr1A,285770132,285770132
chr1A%286389941%286389942,chr1A,286389941,286389941
chr1A%286403130%286403131,chr1A,286403130,286403130
chr1A%286404421%286404422,chr1A,286404421,286404421
chr1A%286404444%286404445,chr1A,286404444,286404444
chr1A%286404481%286404482,chr1A,286404481,286404481
chr1A%286404977%286404978,chr1A,286404977,286404977
chr1A%286405001%286405002,chr1A,286405001,286405001
chr1A%286405005%286405006,chr1A,286405005,286405005
chr1A%286406793%286406794,chr1A,286406793,286406793
chr1A%286773171%286773172,chr1A,286773171,286773171
chr1A%286777628%286777629,chr1A,286777628,286777628
chr1A%287038693%287038694,chr1A,287038693,287038693
chr1A%289883673%289883674,chr1A,289883673,289883673
chr1A%289897049%289897050,chr1A,289897049,289897049
chr1A%289897055%289897056,chr1A,289897055,289897055
chr1A%289897068%289897069,chr1A,289897068,289897068
chr1A%289897121%289897122,chr1A,289897121,289897121
chr1A%296727176%296727177,chr1A,296727176,296727176
chr1A%297914526%297914527,chr1A,297914526,297914526
chr1A%298083626%298083627,chr1A,298083626,298083626
chr1A%298858387%298858388,chr1A,298858387,298858387
chr1A%298858388%298858389,chr1A,298858388,298858388
chr1A%298858394%298858395,chr1A,298858394,298858394
chr1A%298858406%298858407,chr1A,298858406,298858406
chr1A%299355152%299355153,chr1A,299355152,299355152
chr1A%301674763%301674764,chr1A,301674763,301674763
chr1A%301697393%301697394,chr1A,301697393,301697393
chr1A%301697394%301697395,chr1A,301697394,301697394
chr1A%301697400%301697401,chr1A,301697400,301697400
chr1A%301697468%301697469,chr1A,301697468,301697468
chr1A%304958311%304958312,chr1A,304958311,304958311
chr1A%305210820%305210821,chr1A,305210820,305210820
chr1A%305624467%305624468,chr1A,305624467,305624467
chr1A%305632259%305632260,chr1A,305632259,305632259
chr1A%306688594%306688595,chr1A,306688594,306688594
chr1A%306688603%306688604,chr1A,306688603,306688603
chr1A%306688607%306688608,chr1A,306688607,306688607
chr1A%306688627%306688628,chr1A,306688627,306688627
chr1A%307069927%307069928,chr1A,307069927,307069927
chr1A%307099688%307099689,chr1A,307099688,307099688
chr1A%307099690%307099691,chr1A,307099690,307099690
chr1A%307099703%307099704,chr1A,307099703,307099703
chr1A%307304058%307304059,chr1A,307304058,307304058
chr1A%307909678%307909679,chr1A,307909678,307909678
chr1A%307910271%307910272,chr1A,307910271,307910271
chr1A%307911214%307911215,chr1A,307911214,307911214
chr1A%309695340%309695341,chr1A,309695340,309695340
chr1A%309701237%309701238,chr1A,309701237,309701237
chr1A%309706398%309706399,chr1A,309706398,309706398
chr1A%310176095%310176096,chr1A,310176095,310176095
chr1A%310792580%310792581,chr1A,310792580,310792580
chr1A%310792671%310792672,chr1A,310792671,310792671
chr1A%310794316%310794317,chr1A,310794316,310794316
chr1A%312598018%312598019,chr1A,312598018,312598018
chr1A%312734632%312734633,chr1A,312734632,312734632
chr1A%313563163%313563164,chr1A,313563163,313563163
chr1A%314427145%314427146,chr1A,314427145,314427145
chr1A%315123208%315123209,chr1A,315123208,315123208
chr1A%316660375%316660376,chr1A,316660375,316660375
chr1A%316660384%316660385,chr1A,316660384,316660384
chr1A%321387936%321387937,chr1A,321387936,321387936
chr1A%321604159%321604160,chr1A,321604159,321604159
chr1A%321606193%321606194,chr1A,321606193,321606193
chr1A%322947323%322947324,chr1A,322947323,322947323
chr1A%323240415%323240416,chr1A,323240415,323240415
chr1A%323240430%323240431,chr1A,323240430,323240430
chr1A%323846758%323846759,chr1A,323846758,323846758
chr1A%324164687%324164688,chr1A,324164687,324164687
chr1A%324173352%324173353,chr1A,324173352,324173352
chr1A%324501219%324501220,chr1A,324501219,324501219
chr1A%324501343%324501344,chr1A,324501343,324501343
chr1A%324503689%324503690,chr1A,324503689,324503689
chr1A%325324663%325324664,chr1A,325324663,325324663
chr1A%325324677%325324678,chr1A,325324677,325324677
chr1A%327178120%327178121,chr1A,327178120,327178120
chr1A%327180386%327180387,chr1A,327180386,327180386
chr1A%327180403%327180404,chr1A,327180403,327180403
chr1A%327969942%327969943,chr1A,327969942,327969942
chr1A%327976974%327976975,chr1A,327976974,327976974
chr1A%328666174%328666175,chr1A,328666174,328666174
chr1A%328850535%328850536,chr1A,328850535,328850535
chr1A%328850540%328850541,chr1A,328850540,328850540
chr1A%329412795%329412796,chr1A,329412795,329412795
chr1A%330685787%330685788,chr1A,330685787,330685787
chr1A%330846079%330846080,chr1A,330846079,330846079
chr1A%330846159%330846160,chr1A,330846159,330846159
chr1A%331984984%331984985,chr1A,331984984,331984984
chr1A%331985001%331985002,chr1A,331985001,331985001
chr1A%331988182%331988183,chr1A,331988182,331988182
chr1A%331988186%331988187,chr1A,331988186,331988186
chr1A%336283390%336283391,chr1A,336283390,336283390
chr1A%336575992%336575993,chr1A,336575992,336575992
chr1A%336598327%336598328,chr1A,336598327,336598327
chr1A%336701672%336701673,chr1A,336701672,336701672
chr1A%337970005%337970006,chr1A,337970005,337970005
chr1A%337970025%337970026,chr1A,337970025,337970025
chr1A%339475638%339475639,chr1A,339475638,339475638
chr1A%339972858%339972859,chr1A,339972858,339972858
chr1A%339981008%339981009,chr1A,339981008,339981008
chr1A%339990915%339990916,chr1A,339990915,339990915
chr1A%341690335%341690336,chr1A,341690335,341690335
chr1A%341708747%341708748,chr1A,341708747,341708747
chr1A%342447195%342447196,chr1A,342447195,342447195
chr1A%342463525%342463526,chr1A,342463525,342463525
chr1A%342496675%342496676,chr1A,342496675,342496675
chr1A%342543300%342543301,chr1A,342543300,342543300
chr1A%343137732%343137733,chr1A,343137732,343137732
chr1A%343431142%343431143,chr1A,343431142,343431142
chr1A%343991701%343991702,chr1A,343991701,343991701
chr1A%345627004%345627005,chr1A,345627004,345627004
chr1A%346600303%346600304,chr1A,346600303,346600303
chr1A%346616677%346616678,chr1A,346616677,346616677
chr1A%347681686%347681687,chr1A,347681686,347681686
chr1A%348502208%348502209,chr1A,348502208,348502208
chr1A%350681854%350681855,chr1A,350681854,350681854
chr1A%355020659%355020660,chr1A,355020659,355020659
chr1A%355175513%355175514,chr1A,355175513,355175513
chr1A%355427203%355427204,chr1A,355427203,355427203
chr1A%355427215%355427216,chr1A,355427215,355427215
chr1A%355442060%355442061,chr1A,355442060,355442060
chr1A%355680534%355680535,chr1A,355680534,355680534
chr1A%357649697%357649698,chr1A,357649697,357649697
chr1A%358068997%358068998,chr1A,358068997,358068997
chr1A%358783181%358783182,chr1A,358783181,358783181
chr1A%359534560%359534561,chr1A,359534560,359534560
chr1A%359913314%359913315,chr1A,359913314,359913314
chr1A%359913660%359913661,chr1A,359913660,359913660
chr1A%364131630%364131631,chr1A,364131630,364131630
chr1A%364838680%364838681,chr1A,364838680,364838680
chr1A%365204157%365204158,chr1A,365204157,365204157
chr1A%368345671%368345672,chr1A,368345671,368345671
chr1A%369315514%369315515,chr1A,369315514,369315514
chr1A%369316097%369316098,chr1A,369316097,369316097
chr1A%369316751%369316752,chr1A,369316751,369316751
chr1A%369316771%369316772,chr1A,369316771,369316771
chr1A%369316839%369316840,chr1A,369316839,369316839
chr1A%369316928%369316929,chr1A,369316928,369316928
chr1A%369316961%369316962,chr1A,369316961,369316961
chr1A%369324349%369324350,chr1A,369324349,369324349
chr1A%371956375%371956376,chr1A,371956375,371956375
chr1A%372530237%372530238,chr1A,372530237,372530237
chr1A%373390897%373390898,chr1A,373390897,373390897
chr1A%375676656%375676657,chr1A,375676656,375676656
chr1A%376282150%376282151,chr1A,376282150,376282150
chr1A%376282171%376282172,chr1A,376282171,376282171
chr1A%376325903%376325904,chr1A,376325903,376325903
chr1A%378133001%378133002,chr1A,378133001,378133001
chr1A%378720001%378720002,chr1A,378720001,378720001
chr1A%378720028%378720029,chr1A,378720028,378720028
chr1A%378720030%378720031,chr1A,378720030,378720030
chr1A%378720039%378720040,chr1A,378720039,378720039
chr1A%383318849%383318850,chr1A,383318849,383318849
chr1A%383416075%383416076,chr1A,383416075,383416075
chr1A%384497581%384497582,chr1A,384497581,384497581
chr1A%384514107%384514108,chr1A,384514107,384514107
chr1A%384522161%384522162,chr1A,384522161,384522161
chr1A%385204425%385204426,chr1A,385204425,385204425
chr1A%385214044%385214045,chr1A,385214044,385214044
chr1A%385362783%385362784,chr1A,385362783,385362783
chr1A%386148475%386148476,chr1A,386148475,386148475
chr1A%386161982%386161983,chr1A,386161982,386161982
chr1A%386163599%386163600,chr1A,386163599,386163599
chr1A%386442162%386442163,chr1A,386442162,386442162
chr1A%386442203%386442204,chr1A,386442203,386442203
chr1A%387735709%387735710,chr1A,387735709,387735709
chr1A%387735724%387735725,chr1A,387735724,387735724
