source,chr,start,end
chr1D%1739861%1739905,chr1D,1739861,1739905
chr1D%1495242%1495286,chr1D,1495242,1495286
chr1D%1495248%1495292,chr1D,1495248,1495292
chr1D%1727420%1727464,chr1D,1727420,1727464
chr1D%1518191%1518235,chr1D,1518191,1518235
chr1D%1727942%1727986,chr1D,1727942,1727986
chr1D%1675737%1675781,chr1D,1675737,1675781
chr1D%8219757%8219801,chr1D,8219757,8219801
chr1D%8219757%8219801,chr1C,333533728,333533686
chr1D%8396706%8396750,chr1D,8396706,8396750
chr1D%8925254%8925298,chr1D,8925254,8925298
chr1D%8899023%8899067,chr1D,8899023,8899067
chr1D%8348952%8348996,chr1D,8348952,8348996
chr1D%8553177%8553221,chr1D,8553177,8553221
chr1D%8101311%8101355,chr1D,8101311,8101355
chr1D%8403202%8403246,chr1D,8403202,8403246
chr1D%8788451%8788495,chr1D,8788451,8788495
chr1D%8789484%8789528,chr1D,8789484,8789528
chr1D%8790962%8791006,chr1D,8790962,8791006
chr1D%8576663%8576707,chr1D,8576663,8576707
chr1D%8925278%8925322,chr1D,8925278,8925322
chr1D%8809070%8809114,chr1D,8809070,8809114
chr1D%8809070%8809114,chr1A,14183100,14183144
chr1D%8219547%8219591,chr1D,8219547,8219591
chr1D%8827356%8827400,chr1D,8827356,8827400
chr1D%8411263%8411307,chr1D,8411263,8411307
chr1D%8827654%8827698,chr1D,8827654,8827698
chr1D%8412752%8412796,chr1D,8412752,8412796
chr1D%8710750%8710794,chr1D,8710750,8710794
chr1D%8918271%8918315,chr1D,8918271,8918315
chr1D%8892461%8892505,chr1D,8892461,8892505
chr1D%8612422%8612466,chr1D,8612422,8612466
chr1D%8710756%8710800,chr1D,8710756,8710800
chr1D%8412764%8412808,chr1D,8412764,8412808
chr1D%8412764%8412808,chr1A,13870319,13870364
chr1D%8268047%8268091,chr1D,8268047,8268091
chr1D%8925260%8925304,chr1D,8925260,8925304
chr1D%8213494%8213538,chr1D,8213494,8213538
chr1D%8538322%8538366,chr1D,8538322,8538366
chr1D%8538818%8538862,chr1D,8538818,8538862
chr1D%8942769%8942813,chr1D,8942769,8942813
chr1D%8942769%8942813,chr1A,14299605,14299647
chr1D%8101345%8101389,chr1D,8101345,8101389
chr1D%8612416%8612460,chr1D,8612416,8612460
chr1D%8349000%8349044,chr1D,8349000,8349044
chr1D%8790944%8790988,chr1D,8790944,8790988
chr1D%8925272%8925316,chr1D,8925272,8925316
chr1D%75062133%75062177,chr1D,75062133,75062177
chr1D%75168321%75168365,chr1D,75168321,75168365
chr1D%75157589%75157633,chr1D,75157589,75157633
chr1D%75697898%75697942,chr1D,75697898,75697942
chr1D%75755005%75755049,chr1D,75755005,75755049
chr1D%75170159%75170203,chr1D,75170159,75170203
chr1D%75171097%75171141,chr1D,75171097,75171141
chr1D%75742688%75742732,chr1D,75742688,75742732
chr1D%75742682%75742726,chr1D,75742682,75742726
chr1D%75170627%75170671,chr1D,75170627,75170671
chr1D%75062145%75062189,chr1D,75062145,75062189
chr1D%75750738%75750782,chr1D,75750738,75750782
chr1D%75157613%75157657,chr1D,75157613,75157657
chr1D%75170189%75170233,chr1D,75170189,75170233
chr1D%75609363%75609407,chr1D,75609363,75609407
chr1D%75157583%75157627,chr1D,75157583,75157627
chr1D%75157631%75157675,chr1D,75157631,75157675
chr1D%75062139%75062183,chr1D,75062139,75062183
chr1D%75170802%75170846,chr1D,75170802,75170846
chr1D%75169038%75169082,chr1D,75169038,75169082
chr1D%75697892%75697936,chr1D,75697892,75697936
chr1D%75500465%75500509,chr1D,75500465,75500509
chr1D%75500477%75500521,chr1D,75500477,75500521
chr1D%75696754%75696798,chr1D,75696754,75696798
chr1D%75426064%75426108,chr1D,75426064,75426108
chr1D%75640413%75640457,chr1D,75640413,75640457
chr1D%75609002%75609046,chr1D,75609002,75609046
chr1D%75157625%75157669,chr1D,75157625,75157669
chr1D%75504472%75504516,chr1D,75504472,75504516
chr1D%75504472%75504516,chr1D,174565732,174565688
chr1D%75292681%75292725,chr1D,75292681,75292725
chr1D%75741120%75741164,chr1D,75741120,75741164
chr1D%75755784%75755828,chr1D,75755784,75755828
chr1D%76807175%76807219,chr1D,76807175,76807219
chr1D%76053069%76053113,chr1D,76053069,76053113
chr1D%76214896%76214940,chr1D,76214896,76214940
chr1D%76291678%76291722,chr1D,76291678,76291722
chr1D%76243147%76243191,chr1D,76243147,76243191
chr1D%76169992%76170036,chr1D,76169992,76170036
chr1D%76055847%76055891,chr1D,76055847,76055891
chr1D%76060067%76060111,chr1D,76060067,76060111
chr1D%76275909%76275953,chr1D,76275909,76275953
chr1D%76604924%76604968,chr1D,76604924,76604968
chr4C%371625773%371625817,chr4C,371625773,371625817
chr4C%371587970%371588014,chr4C,371587970,371588014
chr4C%371536920%371536964,chr4C,371536920,371536964
chr4C%371676015%371676059,chr4C,371676015,371676059
chr4C%371324776%371324820,chr4C,371324776,371324820
chr4C%371536817%371536861,chr4C,371536817,371536861
chr4C%371677178%371677222,chr4C,371677178,371677222
chr4C%371538289%371538333,chr4C,371538289,371538333
chr4C%371555774%371555818,chr4C,371555774,371555818
chr4C%371017100%371017144,chr4C,371017100,371017144
chr4C%371160231%371160275,chr4C,371160231,371160275
chr4C%371681617%371681661,chr4C,371681617,371681661
chr4C%371663768%371663812,chr4C,371663768,371663812
chr4C%385611443%385611487,chr4C,385611443,385611487
chr4C%385287793%385287837,chr4C,385287793,385287837
chr4C%385896259%385896303,chr4C,385896259,385896303
chr4C%385999742%385999786,chr4C,385999742,385999786
chr4C%385999653%385999697,chr4C,385999653,385999697
chr4C%385052234%385052278,chr4C,385052234,385052278
chr4C%385987493%385987537,chr4C,385987493,385987537
chr4C%385397082%385397126,chr4C,385397082,385397126
chr4C%385559803%385559847,chr4C,385559803,385559847
chr4C%385052228%385052272,chr4C,385052228,385052272
chr4C%385999748%385999792,chr4C,385999748,385999792
chr4C%385368344%385368388,chr4C,385368344,385368388
chr4C%385755595%385755639,chr4C,385755595,385755639
chr4C%385603397%385603441,chr4C,385603397,385603441
chr4C%385363271%385363315,chr4C,385363271,385363315
chr4C%385363259%385363303,chr4C,385363259,385363303
chr4C%385555485%385555529,chr4C,385555485,385555529
chr4C%385339697%385339741,chr4C,385339697,385339741
chr4C%385987676%385987720,chr4C,385987676,385987720
chr4C%385185491%385185535,chr4C,385185491,385185535
chr4C%385555491%385555535,chr4C,385555491,385555535
chr4C%385896147%385896191,chr4C,385896147,385896191
chr4C%385187157%385187201,chr4C,385187157,385187201
chr4C%385701884%385701928,chr4C,385701884,385701928
chr4C%385702390%385702434,chr4C,385702390,385702434
chr4C%385655032%385655076,chr4C,385655032,385655076
chr4C%385538539%385538583,chr4C,385538539,385538583
chr4C%385538936%385538980,chr4C,385538936,385538980
chr4C%385913747%385913791,chr4C,385913747,385913791
chr4C%385544393%385544437,chr4C,385544393,385544437
chr4C%387013900%387013944,chr4C,387013900,387013944
chr4C%387592219%387592263,chr4C,387592219,387592263
chr4C%387711838%387711882,chr4C,387711838,387711882
chr4C%387727743%387727787,chr4C,387727743,387727787
chr4C%387806406%387806450,chr4C,387806406,387806450
chr4C%387742432%387742476,chr4C,387742432,387742476
chr4C%387722922%387722966,chr4C,387722922,387722966
chr4C%387722922%387722966,chr4C,465351170,465351135
chr4C%387722922%387722966,chr4A,74019831,74019796
chr4C%387013517%387013561,chr4C,387013517,387013561
chr4C%387727756%387727800,chr4C,387727756,387727800
chr4C%387842809%387842853,chr4C,387842809,387842853
chr4C%387621317%387621361,chr4C,387621317,387621361
chr4C%387737387%387737431,chr4C,387737387,387737431
chr4C%387009975%387010019,chr4C,387009975,387010019
chr4C%387742438%387742482,chr4C,387742438,387742482
chr4C%387712763%387712807,chr4C,387712763,387712807
chr4C%387723415%387723459,chr4C,387723415,387723459
chr4C%387716368%387716412,chr4C,387716368,387716412
chr4C%387011468%387011512,chr4C,387011468,387011512
chr4C%387742948%387742992,chr4C,387742948,387742992
chr4C%387712211%387712255,chr4C,387712211,387712255
chr4C%387699161%387699205,chr4C,387699161,387699205
chr4C%387015982%387016026,chr4C,387015982,387016026
chr4C%387742939%387742983,chr4C,387742939,387742983
chr4C%387714394%387714438,chr4C,387714394,387714438
chr4C%387520225%387520269,chr4C,387520225,387520269
chr4C%387711832%387711876,chr4C,387711832,387711876
chr4C%387008334%387008378,chr4C,387008334,387008378
chr4C%387015940%387015984,chr4C,387015940,387015984
chr4C%387625393%387625437,chr4C,387625393,387625437
chr4C%387009088%387009132,chr4C,387009088,387009132
chr4C%387714106%387714150,chr4C,387714106,387714150
chr4C%387720257%387720301,chr4C,387720257,387720301
chr4C%387713277%387713321,chr4C,387713277,387713321
chr4C%395175667%395175711,chr4C,395175667,395175711
chr4C%395175574%395175618,chr4C,395175574,395175618
chr4C%395178746%395178790,chr4C,395178746,395178790
chr4C%395154355%395154399,chr4C,395154355,395154399
chr4C%395784717%395784761,chr4C,395784717,395784761
chr4C%395716189%395716233,chr4C,395716189,395716233
chr4C%395187237%395187281,chr4C,395187237,395187281
chr4C%395813696%395813740,chr4C,395813696,395813740
chr4C%395808219%395808263,chr4C,395808219,395808263
chr4C%395716954%395716998,chr4C,395716954,395716998
chr4C%395155261%395155305,chr4C,395155261,395155305
chr4C%395173980%395174024,chr4C,395173980,395174024
chr4C%395148232%395148276,chr4C,395148232,395148276
chr4C%395467336%395467380,chr4C,395467336,395467380
chr4C%395869390%395869434,chr4C,395869390,395869434
chr4C%395713807%395713851,chr4C,395713807,395713851
chr4C%395152111%395152155,chr4C,395152111,395152155
chr4C%395147968%395148012,chr4C,395147968,395148012
chr4C%395715961%395716005,chr4C,395715961,395716005
chr4C%395734773%395734817,chr4C,395734773,395734817
chr4C%395154321%395154365,chr4C,395154321,395154365
chr4C%395175586%395175630,chr4C,395175586,395175630
chr4C%395717125%395717169,chr4C,395717125,395717169
chr4C%395154349%395154393,chr4C,395154349,395154393
chr4C%395175610%395175654,chr4C,395175610,395175654
chr4C%395714873%395714917,chr4C,395714873,395714917
chr4C%395641974%395642018,chr4C,395641974,395642018
chr4C%395151971%395152015,chr4C,395151971,395152015
chr4C%395179197%395179241,chr4C,395179197,395179241
chr4C%395713614%395713658,chr4C,395713614,395713658
chr4C%395179227%395179271,chr4C,395179227,395179271
chr4C%403014658%403014702,chr4C,403014658,403014702
chr4C%403342914%403342958,chr4C,403342914,403342958
chr4C%403014682%403014726,chr4C,403014682,403014726
chr4C%403480645%403480689,chr4C,403480645,403480689
chr4C%403422699%403422743,chr4C,403422699,403422743
chr4C%403014634%403014678,chr4C,403014634,403014678
chr4C%403480653%403480697,chr4C,403480653,403480697
chr4C%403048561%403048605,chr4C,403048561,403048605
chr4C%403535981%403536025,chr4C,403535981,403536025
chr4C%403047965%403048009,chr4C,403047965,403048009
chr4C%403047983%403048027,chr4C,403047983,403048027
chr4C%403883666%403883710,chr4C,403883666,403883710
chr4C%403301430%403301474,chr4C,403301430,403301474
chr4C%403305411%403305455,chr4C,403305411,403305455
chr4C%403980393%403980437,chr4C,403980393,403980437
chr4C%403336201%403336245,chr4C,403336201,403336245
chr4C%403055795%403055839,chr4C,403055795,403055839
chr4C%403047023%403047067,chr4C,403047023,403047067
chr4C%403759455%403759499,chr4C,403759455,403759499
chr4C%403015445%403015489,chr4C,403015445,403015489
chr4C%403048500%403048544,chr4C,403048500,403048544
chr4C%403889607%403889651,chr4C,403889607,403889651
chr4C%403302191%403302235,chr4C,403302191,403302235
chr4C%403014676%403014720,chr4C,403014676,403014720
chr4C%403728510%403728554,chr4C,403728510,403728554
chr4C%403115713%403115757,chr4C,403115713,403115757
chr4C%403115713%403115757,chr4C,403055443,403055483
chr4C%403115713%403115757,chr4C,403055508,403055548
chr4C%403346645%403346689,chr4C,403346645,403346689
chr4C%403921137%403921181,chr4C,403921137,403921181
chr4C%403305402%403305446,chr4C,403305402,403305446
chr4C%403987228%403987272,chr4C,403987228,403987272
chr4C%403975575%403975619,chr4C,403975575,403975619
chr4C%410495033%410495077,chr4C,410495033,410495077
chr4C%410958952%410958996,chr4C,410958952,410958996
chr4C%410155884%410155928,chr4C,410155884,410155928
chr4C%410802136%410802180,chr4C,410802136,410802180
chr4C%410373077%410373121,chr4C,410373077,410373121
chr4C%410336789%410336833,chr4C,410336789,410336833
chr4C%410399944%410399988,chr4C,410399944,410399988
chr4C%410437439%410437483,chr4C,410437439,410437483
chr4C%410397262%410397306,chr4C,410397262,410397306
chr4C%410388991%410389035,chr4C,410388991,410389035
chr4C%410502335%410502379,chr4C,410502335,410502379
chr4C%410493762%410493806,chr4C,410493762,410493806
chr4C%410392458%410392502,chr4C,410392458,410392502
chr4C%410442270%410442314,chr4C,410442270,410442314
chr4C%410130032%410130076,chr4C,410130032,410130076
chr4C%410399193%410399237,chr4C,410399193,410399237
chr4C%410435389%410435433,chr4C,410435389,410435433
chr4C%410483870%410483914,chr4C,410483870,410483914
chr4C%410379042%410379086,chr4C,410379042,410379086
chr4C%410379836%410379880,chr4C,410379836,410379880
chr4C%410540421%410540465,chr4C,410540421,410540465
chr4C%410628298%410628342,chr4C,410628298,410628342
chr4C%410726407%410726451,chr4C,410726407,410726451
chr4C%410475413%410475457,chr4C,410475413,410475457
chr4C%410475413%410475457,chr4C,376436573,376436615
chr4C%410375468%410375512,chr4C,410375468,410375512
chr4C%410829032%410829076,chr4C,410829032,410829076
chr4C%410450778%410450822,chr4C,410450778,410450822
chr4C%410394260%410394304,chr4C,410394260,410394304
chr4C%410438873%410438917,chr4C,410438873,410438917
chr4C%410401880%410401924,chr4C,410401880,410401924
chr4C%410388618%410388662,chr4C,410388618,410388662
chr4C%410390195%410390239,chr4C,410390195,410390239
chr4C%411868359%411868403,chr4C,411868359,411868403
chr4C%411172395%411172439,chr4C,411172395,411172439
chr4C%411751888%411751932,chr4C,411751888,411751932
chr4C%411754983%411755027,chr4C,411754983,411755027
chr4C%411760485%411760529,chr4C,411760485,411760529
chr4C%411769443%411769487,chr4C,411769443,411769487
chr4C%411760497%411760541,chr4C,411760497,411760541
chr4C%411745073%411745117,chr4C,411745073,411745117
chr4C%411697220%411697264,chr4C,411697220,411697264
chr4C%411172383%411172427,chr4C,411172383,411172427
chr4C%411751209%411751253,chr4C,411751209,411751253
chr4C%411733451%411733495,chr4C,411733451,411733495
chr4C%411679419%411679463,chr4C,411679419,411679463
chr4C%411697087%411697131,chr4C,411697087,411697131
chr4C%411760509%411760553,chr4C,411760509,411760553
chr4C%411755064%411755108,chr4C,411755064,411755108
chr4C%411171658%411171702,chr4C,411171658,411171702
chr4C%411769623%411769667,chr4C,411769623,411769667
chr4C%411697006%411697050,chr4C,411697006,411697050
chr4C%411420048%411420092,chr4C,411420048,411420092
chr4C%411755046%411755090,chr4C,411755046,411755090
chr4C%411733457%411733501,chr4C,411733457,411733501
chr4C%411697018%411697062,chr4C,411697018,411697062
chr4C%411868353%411868397,chr4C,411868353,411868397
chr4C%411394431%411394475,chr4C,411394431,411394475
chr4C%411394431%411394475,chr4C,392523557,392523598
chr4C%411697226%411697270,chr4C,411697226,411697270
chr4C%411696988%411697032,chr4C,411696988,411697032
chr4C%411718290%411718334,chr4C,411718290,411718334
chr4C%411172389%411172433,chr4C,411172389,411172433
chr4C%411420042%411420086,chr4C,411420042,411420086
chr4C%411952607%411952651,chr4C,411952607,411952651
chr4C%411855392%411855436,chr4C,411855392,411855436
chr4C%411756874%411756918,chr4C,411756874,411756918
chr4C%420874240%420874284,chr4C,420874240,420874284
chr4C%420942359%420942403,chr4C,420942359,420942403
chr4C%420875306%420875350,chr4C,420875306,420875350
chr4C%420438051%420438095,chr4C,420438051,420438095
chr4C%420438039%420438083,chr4C,420438039,420438083
chr4C%420752056%420752100,chr4C,420752056,420752100
chr4C%420857536%420857580,chr4C,420857536,420857580
chr4C%420949038%420949082,chr4C,420949038,420949082
chr4C%420866958%420867002,chr4C,420866958,420867002
chr4C%420924367%420924411,chr4C,420924367,420924411
chr4C%420774593%420774637,chr4C,420774593,420774637
chr4C%420875485%420875529,chr4C,420875485,420875529
chr4C%420883243%420883287,chr4C,420883243,420883287
chr4C%420939532%420939576,chr4C,420939532,420939576
chr4C%420883231%420883275,chr4C,420883231,420883275
chr4C%420881622%420881666,chr4C,420881622,420881666
chr4C%420874246%420874290,chr4C,420874246,420874290
chr4C%420438045%420438089,chr4C,420438045,420438089
chr4C%420939067%420939111,chr4C,420939067,420939111
chr4C%420839145%420839189,chr4C,420839145,420839189
chr4C%420881640%420881684,chr4C,420881640,420881684
chr4C%420926230%420926274,chr4C,420926230,420926274
chr4C%420883200%420883244,chr4C,420883200,420883244
chr4C%420856963%420857007,chr4C,420856963,420857007
chr4C%420875288%420875332,chr4C,420875288,420875332
chr4C%420883225%420883269,chr4C,420883225,420883269
chr4C%420839157%420839201,chr4C,420839157,420839201
chr4C%420437932%420437976,chr4C,420437932,420437976
chr4C%420916701%420916745,chr4C,420916701,420916745
chr4C%422644286%422644330,chr4C,422644286,422644330
chr4C%422505678%422505722,chr4C,422505678,422505722
chr4C%422424453%422424497,chr4C,422424453,422424497
chr4C%422343170%422343214,chr4C,422343170,422343214
chr4C%422343170%422343214,chr4C,422220968,422221011
chr4C%422343170%422343214,chr4C,422274280,422274317
chr4C%422642502%422642546,chr4C,422642502,422642546
chr4C%422204659%422204703,chr4C,422204659,422204703
chr4C%422644274%422644318,chr4C,422644274,422644318
chr4C%422013036%422013080,chr4C,422013036,422013080
chr4C%422209441%422209485,chr4C,422209441,422209485
chr4C%422062941%422062985,chr4C,422062941,422062985
chr4C%422033972%422034016,chr4C,422033972,422034016
chr4C%422033972%422034016,chr4C,561136852,561136811
chr4C%422010854%422010898,chr4C,422010854,422010898
chr4C%422009658%422009702,chr4C,422009658,422009702
chr4C%422010848%422010892,chr4C,422010848,422010892
chr4C%422209242%422209286,chr4C,422209242,422209286
chr4C%422646218%422646262,chr4C,422646218,422646262
chr4C%422062935%422062979,chr4C,422062935,422062979
chr4C%422672971%422673015,chr4C,422672971,422673015
chr4C%422637478%422637522,chr4C,422637478,422637522
chr4C%422013292%422013336,chr4C,422013292,422013336
chr4C%422502210%422502254,chr4C,422502210,422502254
chr4C%422816485%422816529,chr4C,422816485,422816529
chr4C%422644280%422644324,chr4C,422644280,422644324
chr4C%422204759%422204803,chr4C,422204759,422204803
chr4C%422206272%422206316,chr4C,422206272,422206316
chr4C%422037720%422037764,chr4C,422037720,422037764
chr4C%422660484%422660528,chr4C,422660484,422660528
chr4C%422062959%422063003,chr4C,422062959,422063003
chr4C%422563201%422563245,chr4C,422563201,422563245
chr4C%422424759%422424803,chr4C,422424759,422424803
chr4C%422025701%422025745,chr4C,422025701,422025745
chr4C%422648078%422648122,chr4C,422648078,422648122
chr4C%434130724%434130768,chr4C,434130724,434130768
chr4C%434010828%434010872,chr4C,434010828,434010872
chr4C%434012508%434012552,chr4C,434012508,434012552
chr4C%434135016%434135060,chr4C,434135016,434135060
chr4C%434326210%434326254,chr4C,434326210,434326254
chr4C%434296926%434296970,chr4C,434296926,434296970
chr4C%434830691%434830735,chr4C,434830691,434830735
chr4C%434830505%434830549,chr4C,434830505,434830549
chr4C%434830882%434830926,chr4C,434830882,434830926
chr4C%434620161%434620205,chr4C,434620161,434620205
chr4C%434685460%434685504,chr4C,434685460,434685504
chr4C%434326222%434326266,chr4C,434326222,434326266
chr4C%434279014%434279058,chr4C,434279014,434279058
chr4C%434279014%434279058,chr4C,434237210,434237252
chr4C%434202163%434202207,chr4C,434202163,434202207
chr4C%434333423%434333467,chr4C,434333423,434333467
chr4C%434124223%434124267,chr4C,434124223,434124267
chr4C%434830709%434830753,chr4C,434830709,434830753
chr4C%434029047%434029091,chr4C,434029047,434029091
chr4C%434104287%434104331,chr4C,434104287,434104331
chr4C%434299250%434299294,chr4C,434299250,434299294
chr4C%434026243%434026287,chr4C,434026243,434026287
chr4C%434830697%434830741,chr4C,434830697,434830741
chr4C%434131176%434131220,chr4C,434131176,434131220
chr4C%434103617%434103661,chr4C,434103617,434103661
chr4C%434370230%434370274,chr4C,434370230,434370274
chr4C%434202638%434202682,chr4C,434202638,434202682
chr4C%434830703%434830747,chr4C,434830703,434830747
chr4C%434202480%434202524,chr4C,434202480,434202524
chr4C%434548156%434548200,chr4C,434548156,434548200
chr4C%434202474%434202518,chr4C,434202474,434202518
chr4C%434294493%434294537,chr4C,434294493,434294537
chr4C%434202632%434202676,chr4C,434202632,434202676
chr4C%434001255%434001299,chr4C,434001255,434001299
chr4C%434830728%434830772,chr4C,434830728,434830772
chr4C%436590178%436590222,chr4C,436590178,436590222
chr4C%436843578%436843622,chr4C,436843578,436843622
chr4C%436843566%436843610,chr4C,436843566,436843610
chr4C%436148510%436148554,chr4C,436148510,436148554
chr4C%436221020%436221064,chr4C,436221020,436221064
chr4C%436227785%436227829,chr4C,436227785,436227829
chr4C%436205668%436205712,chr4C,436205668,436205712
chr4C%436223490%436223534,chr4C,436223490,436223534
chr4C%436590172%436590216,chr4C,436590172,436590216
chr4C%436590172%436590216,chr4C,436406714,436406757
chr4C%436853439%436853483,chr4C,436853439,436853483
chr4C%436230332%436230376,chr4C,436230332,436230376
chr4C%436440832%436440876,chr4C,436440832,436440876
chr4C%436205662%436205706,chr4C,436205662,436205706
chr4C%436404551%436404595,chr4C,436404551,436404595
chr4C%436230061%436230105,chr4C,436230061,436230105
chr4C%436541222%436541266,chr4C,436541222,436541266
chr4C%436962091%436962135,chr4C,436962091,436962135
chr4C%436226536%436226580,chr4C,436226536,436226580
chr4C%436395092%436395136,chr4C,436395092,436395136
chr4C%436227779%436227823,chr4C,436227779,436227823
chr4C%436232131%436232175,chr4C,436232131,436232175
chr4C%436390155%436390199,chr4C,436390155,436390199
chr4C%436220981%436221025,chr4C,436220981,436221025
chr4C%436298908%436298952,chr4C,436298908,436298952
chr4C%436602666%436602710,chr4C,436602666,436602710
chr4C%436222885%436222929,chr4C,436222885,436222929
chr4C%436256019%436256063,chr4C,436256019,436256063
chr4C%436590070%436590114,chr4C,436590070,436590114
chr4C%436232798%436232842,chr4C,436232798,436232842
chr4C%436589842%436589886,chr4C,436589842,436589886
chr4C%436589842%436589886,chr4C,436406350,436406391
chr4C%436226765%436226809,chr4C,436226765,436226809
chr4C%436589178%436589222,chr4C,436589178,436589222
chr4C%444069278%444069322,chr4C,444069278,444069322
chr4C%444727043%444727087,chr4C,444727043,444727087
chr4C%444923350%444923394,chr4C,444923350,444923394
chr4C%444373181%444373225,chr4C,444373181,444373225
chr4C%444373181%444373225,chr4C,444340210,444340250
chr4C%444072067%444072111,chr4C,444072067,444072111
chr4C%444723005%444723049,chr4C,444723005,444723049
chr4C%444071254%444071298,chr4C,444071254,444071298
chr4C%444922751%444922795,chr4C,444922751,444922795
chr4C%444369551%444369595,chr4C,444369551,444369595
chr4C%444937663%444937707,chr4C,444937663,444937707
chr4C%444937663%444937707,chr4C,299089260,299089218
chr4C%444718667%444718711,chr4C,444718667,444718711
chr4C%444195498%444195542,chr4C,444195498,444195542
chr4C%444721892%444721936,chr4C,444721892,444721936
chr4C%444764314%444764358,chr4C,444764314,444764358
chr4C%444720732%444720776,chr4C,444720732,444720776
chr4C%444720732%444720776,chr4C,444721218,444721262
chr4C%444072081%444072125,chr4C,444072081,444072125
chr4C%444338345%444338389,chr4C,444338345,444338389
chr4C%444338345%444338389,chr4C,444380525,444380569
chr4C%444338345%444338389,chr4D,445156810,445156766
chr4C%444850041%444850085,chr4C,444850041,444850085
chr4C%444727183%444727227,chr4C,444727183,444727227
chr4C%444070192%444070236,chr4C,444070192,444070236
chr4C%444118797%444118841,chr4C,444118797,444118841
chr4C%444338072%444338116,chr4C,444338072,444338116
chr4C%444338072%444338116,chr4C,444370983,444371027
chr4C%444959233%444959277,chr4C,444959233,444959277
chr4C%444195242%444195286,chr4C,444195242,444195286
chr4C%444720111%444720155,chr4C,444720111,444720155
chr4C%444072093%444072137,chr4C,444072093,444072137
chr4C%444718350%444718394,chr4C,444718350,444718394
chr4C%444373187%444373231,chr4C,444373187,444373231
chr4C%444373187%444373231,chr4C,444340216,444340259
chr4C%444959102%444959146,chr4C,444959102,444959146
chr4C%444369674%444369718,chr4C,444369674,444369718
chr4C%444957696%444957740,chr4C,444957696,444957740
chr4C%444166780%444166824,chr4C,444166780,444166824
chr4C%444959096%444959140,chr4C,444959096,444959140
