source,chr,start,end
chr1A%98324621%98324622,chr1A,98324621,98324621
chr1A%99029703%99029704,chr1A,99029703,99029703
chr1A%105236683%105236684,chr1A,105236683,105236683
chr1A%109804093%109804094,chr1A,109804093,109804093
chr1A%110420514%110420515,chr1A,110420514,110420514
chr1A%116178936%116178937,chr1A,116178936,116178936
chr1A%119107487%119107488,chr1A,119107487,119107487
chr1A%123189523%123189524,chr1A,123189523,123189523
chr1A%123840244%123840245,chr1A,123840244,123840244
chr1A%124856447%124856448,chr1A,124856447,124856447
chr1A%126466878%126466879,chr1A,126466878,126466878
chr1A%129550889%129550890,chr1A,129550889,129550889
chr1A%131818757%131818758,chr1A,131818757,131818757
chr1A%131818823%131818824,chr1A,131818823,131818823
chr1A%136430290%136430291,chr1A,136430290,136430290
chr1A%143919841%143919842,chr1A,143919841,143919841
chr1A%143919847%143919848,chr1A,143919847,143919847
chr1A%147148763%147148764,chr1A,147148763,147148763
chr1A%150298659%150298660,chr1A,150298659,150298659
chr1A%153386829%153386830,chr1A,153386829,153386829
chr1A%153386833%153386834,chr1A,153386833,153386833
chr1A%156512679%156512680,chr1A,156512679,156512679
chr1A%159201341%159201342,chr1A,159201341,159201341
chr1A%159500093%159500094,chr1A,159500093,159500093
chr1A%163747976%163747977,chr1A,163747976,163747976
chr1A%163839322%163839323,chr1A,163839322,163839322
chr1A%165287799%165287800,chr1A,165287799,165287799
chr1A%165441232%165441233,chr1A,165441232,165441232
chr1A%165520282%165520283,chr1A,165520282,165520282
chr1A%168312279%168312280,chr1A,168312279,168312279
chr1A%173449059%173449060,chr1A,173449059,173449059
chr1A%178641718%178641719,chr1A,178641718,178641718
chr1A%178712165%178712166,chr1A,178712165,178712165
chr1A%179651947%179651948,chr1A,179651947,179651947
chr1A%183285488%183285489,chr1A,183285488,183285488
chr1A%184637005%184637006,chr1A,184637005,184637005
chr1A%185976248%185976249,chr1A,185976248,185976248
chr1A%193107267%193107268,chr1A,193107267,193107267
chr1A%194296403%194296404,chr1A,194296403,194296403
chr1A%197866354%197866355,chr1A,197866354,197866354
chr1A%200182991%200182992,chr1A,200182991,200182991
chr1A%205337424%205337425,chr1A,205337424,205337424
chr1A%211061311%211061312,chr1A,211061311,211061311
chr1A%211061346%211061347,chr1A,211061346,211061346
chr1A%222855595%222855596,chr1A,222855595,222855595
chr1A%223342965%223342966,chr1A,223342965,223342965
chr1A%225105599%225105600,chr1A,225105599,225105599
chr1A%229201322%229201323,chr1A,229201322,229201322
chr1A%236494058%236494059,chr1A,236494058,236494058
chr1A%236501930%236501931,chr1A,236501930,236501930
chr1A%236838749%236838750,chr1A,236838749,236838749
chr1A%239823627%239823628,chr1A,239823627,239823627
chr1A%245607317%245607318,chr1A,245607317,245607317
chr1A%247407736%247407737,chr1A,247407736,247407736
chr1A%247730271%247730272,chr1A,247730271,247730271
chr1A%251863867%251863868,chr1A,251863867,251863867
chr1A%252427390%252427391,chr1A,252427390,252427390
chr1A%253531981%253531982,chr1A,253531981,253531981
chr1A%255845050%255845051,chr1A,255845050,255845050
chr1A%262145376%262145377,chr1A,262145376,262145376
chr1A%264158298%264158299,chr1A,264158298,264158298
chr1A%265839067%265839068,chr1A,265839067,265839067
chr1A%266775372%266775373,chr1A,266775372,266775372
chr1A%266775393%266775394,chr1A,266775393,266775393
chr1A%266775394%266775395,chr1A,266775394,266775394
chr1A%268284002%268284003,chr1A,268284002,268284002
chr1A%270864488%270864489,chr1A,270864488,270864488
chr1A%272890120%272890121,chr1A,272890120,272890120
chr1A%276849090%276849091,chr1A,276849090,276849090
chr1A%277658712%277658713,chr1A,277658712,277658712
chr1A%279537317%279537318,chr1A,279537317,279537317
chr1A%280132120%280132121,chr1A,280132120,280132120
chr1A%281784388%281784389,chr1A,281784388,281784388
chr1A%285961819%285961820,chr1A,285961819,285961819
chr1A%286572490%286572491,chr1A,286572490,286572490
chr1A%288055274%288055275,chr1A,288055274,288055274
chr1A%289660613%289660614,chr1A,289660613,289660613
chr1A%290496135%290496136,chr1A,290496135,290496135
chr1A%294179779%294179780,chr1A,294179779,294179779
chr1A%295557725%295557726,chr1A,295557725,295557725
chr1A%296272144%296272145,chr1A,296272144,296272144
chr1A%296272253%296272254,chr1A,296272253,296272253
chr1A%296340397%296340398,chr1A,296340397,296340397
chr1A%300251013%300251014,chr1A,300251013,300251013
chr1A%300452138%300452139,chr1A,300452138,300452138
chr1A%300966387%300966388,chr1A,300966387,300966387
chr1A%303723109%303723110,chr1A,303723109,303723109
chr1A%304317574%304317575,chr1A,304317574,304317574
chr1A%304320056%304320057,chr1A,304320056,304320056
chr1A%304836007%304836008,chr1A,304836007,304836007
chr1A%306814248%306814249,chr1A,306814248,306814248
chr1A%307310856%307310857,chr1A,307310856,307310856
chr1A%307577547%307577548,chr1A,307577547,307577547
chr1A%312706111%312706112,chr1A,312706111,312706111
chr1A%313022470%313022471,chr1A,313022470,313022470
chr1A%314046222%314046223,chr1A,314046222,314046222
chr1A%315720989%315720990,chr1A,315720989,315720989
chr1A%315924111%315924112,chr1A,315924111,315924111
chr1A%317844297%317844298,chr1A,317844297,317844297
chr1A%324481922%324481923,chr1A,324481922,324481922
chr1A%329604595%329604596,chr1A,329604595,329604595
chr1A%332967321%332967322,chr1A,332967321,332967321
chr1A%333074576%333074577,chr1A,333074576,333074576
chr1A%333235857%333235858,chr1A,333235857,333235857
chr1A%336484949%336484950,chr1A,336484949,336484949
chr1A%341794218%341794219,chr1A,341794218,341794218
chr1A%346117492%346117493,chr1A,346117492,346117492
chr1A%346487949%346487950,chr1A,346487949,346487949
chr1A%346487950%346487951,chr1A,346487950,346487950
chr1A%347554697%347554698,chr1A,347554697,347554697
chr1A%352862666%352862667,chr1A,352862666,352862666
chr1A%353167856%353167857,chr1A,353167856,353167856
chr1A%355004332%355004333,chr1A,355004332,355004332
chr1A%355004382%355004383,chr1A,355004382,355004382
chr1A%355015819%355015820,chr1A,355015819,355015819
chr1A%355015820%355015821,chr1A,355015820,355015820
chr1A%355438256%355438257,chr1A,355438256,355438256
chr1A%357946755%357946756,chr1A,357946755,357946755
chr1A%359122091%359122092,chr1A,359122091,359122091
chr1A%361388789%361388790,chr1A,361388789,361388789
chr1A%363754635%363754636,chr1A,363754635,363754635
chr1A%363826073%363826074,chr1A,363826073,363826073
chr1A%368799157%368799158,chr1A,368799157,368799157
chr1A%370711477%370711478,chr1A,370711477,370711477
chr1A%371960949%371960950,chr1A,371960949,371960949
chr1A%376412830%376412831,chr1A,376412830,376412830
chr1A%376412911%376412912,chr1A,376412911,376412911
chr1A%377747775%377747776,chr1A,377747775,377747775
chr1A%380925922%380925923,chr1A,380925922,380925922
chr1A%380925926%380925927,chr1A,380925926,380925926
chr1A%382106695%382106696,chr1A,382106695,382106695
chr1A%382106718%382106719,chr1A,382106718,382106718
chr1A%383242655%383242656,chr1A,383242655,383242655
chr1A%385617463%385617464,chr1A,385617463,385617463
chr1A%386436891%386436892,chr1A,386436891,386436891
chr1A%387426646%387426647,chr1A,387426646,387426646
chr1A%389100265%389100266,chr1A,389100265,389100265
chr1A%389100270%389100271,chr1A,389100270,389100270
chr1A%389211597%389211598,chr1A,389211597,389211597
chr1A%389211639%389211640,chr1A,389211639,389211639
chr1A%389517252%389517253,chr1A,389517252,389517252
chr1A%390510130%390510131,chr1A,390510130,390510130
chr1A%390529900%390529901,chr1A,390529900,390529900
chr1A%390604756%390604757,chr1A,390604756,390604756
chr1A%390680635%390680636,chr1A,390680635,390680635
chr1A%391685436%391685437,chr1A,391685436,391685436
chr1A%393535265%393535266,chr1A,393535265,393535265
chr1A%393636233%393636234,chr1A,393636233,393636233
chr1A%397914680%397914681,chr1A,397914680,397914680
chr1A%397968942%397968943,chr1A,397968942,397968942
chr1A%398106247%398106248,chr1A,398106247,398106247
chr1A%398484226%398484227,chr1A,398484226,398484226
chr1A%398742121%398742122,chr1A,398742121,398742121
chr1A%399727468%399727469,chr1A,399727468,399727468
chr1A%401004294%401004295,chr1A,401004294,401004294
chr1A%402245306%402245307,chr1A,402245306,402245306
chr1A%404360855%404360856,chr1A,404360855,404360855
chr1A%414485266%414485267,chr1A,414485266,414485266
chr1A%414485275%414485276,chr1A,414485275,414485275
chr1A%415847942%415847943,chr1A,415847942,415847942
chr1A%418977918%418977919,chr1A,418977918,418977918
chr1A%419103783%419103784,chr1A,419103783,419103783
chr1A%419103791%419103792,chr1A,419103791,419103791
chr1A%420587770%420587771,chr1A,420587770,420587770
chr1A%421078363%421078364,chr1A,421078363,421078363
chr1A%421239036%421239037,chr1A,421239036,421239036
chr1A%422644211%422644212,chr1A,422644211,422644211
chr1A%423447996%423447997,chr1A,423447996,423447996
chr1A%423449327%423449328,chr1A,423449327,423449327
chr1A%423548300%423548301,chr1A,423548300,423548300
chr1A%424162665%424162666,chr1A,424162665,424162665
chr1A%424261709%424261710,chr1A,424261709,424261709
chr1A%424356330%424356331,chr1A,424356330,424356330
chr1A%425853572%425853573,chr1A,425853572,425853572
chr1A%426035276%426035277,chr1A,426035276,426035276
chr1A%426106077%426106078,chr1A,426106077,426106077
chr1A%431737057%431737058,chr1A,431737057,431737057
chr1A%434978824%434978825,chr1A,434978824,434978824
chr1A%435225900%435225901,chr1A,435225900,435225900
chr1A%435368869%435368870,chr1A,435368869,435368869
chr1A%435391684%435391685,chr1A,435391684,435391684
chr1A%436104510%436104511,chr1A,436104510,436104510
chr1A%436901617%436901618,chr1A,436901617,436901617
chr1A%436933794%436933795,chr1A,436933794,436933794
chr1A%436985588%436985589,chr1A,436985588,436985588
chr1A%437240137%437240138,chr1A,437240137,437240137
chr1A%437769374%437769375,chr1A,437769374,437769374
chr1A%438345362%438345363,chr1A,438345362,438345362
chr1A%438774793%438774794,chr1A,438774793,438774793
chr1A%439014198%439014199,chr1A,439014198,439014198
chr1A%439024094%439024095,chr1A,439024094,439024094
chr1A%446889920%446889921,chr1A,446889920,446889920
chr1A%454803737%454803738,chr1A,454803737,454803737
chr1A%454803740%454803741,chr1A,454803740,454803740
chr1A%455620525%455620526,chr1A,455620525,455620525
chr1A%455939483%455939484,chr1A,455939483,455939483
chr1A%457592808%457592809,chr1A,457592808,457592808
chr1A%461789156%461789157,chr1A,461789156,461789156
chr1A%462391966%462391967,chr1A,462391966,462391966
chr1A%465543779%465543780,chr1A,465543779,465543779
chr1A%465682916%465682917,chr1A,465682916,465682916
chr1A%466703560%466703561,chr1A,466703560,466703560
chr1A%467713872%467713873,chr1A,467713872,467713872
chr1A%470998690%470998691,chr1A,470998690,470998690
chr1A%471435296%471435297,chr1A,471435296,471435296
chr1A%474159794%474159795,chr1A,474159794,474159794
chr1A%474761251%474761252,chr1A,474761251,474761251
chr1A%477989500%477989501,chr1A,477989500,477989500
chr1A%478617067%478617068,chr1A,478617067,478617067
chr1A%478617076%478617077,chr1A,478617076,478617076
chr1A%478762070%478762071,chr1A,478762070,478762070
chr1A%480447859%480447860,chr1A,480447859,480447859
chr1A%483700096%483700097,chr1A,483700096,483700096
chr1A%483707036%483707037,chr1A,483707036,483707036
chr1A%485527210%485527211,chr1A,485527210,485527210
chr1A%487379491%487379492,chr1A,487379491,487379491
chr1A%488053491%488053492,chr1A,488053491,488053491
chr1A%490372148%490372149,chr1A,490372148,490372148
chr1A%491748690%491748691,chr1A,491748690,491748690
chr1A%492073662%492073663,chr1A,492073662,492073662
chr1A%492073696%492073697,chr1A,492073696,492073696
chr1A%492745036%492745037,chr1A,492745036,492745036
chr1A%492768805%492768806,chr1A,492768805,492768805
chr1A%493000193%493000194,chr1A,493000193,493000193
chr1A%493088757%493088758,chr1A,493088757,493088757
chr1A%493092548%493092549,chr1A,493092548,493092548
chr1A%493328599%493328600,chr1A,493328599,493328599
chr1A%493638432%493638433,chr1A,493638432,493638432
chr1A%496161771%496161772,chr1A,496161771,496161771
chr1A%496418629%496418630,chr1A,496418629,496418629
chr1A%496420598%496420599,chr1A,496420598,496420598
chr1A%498837148%498837149,chr1A,498837148,498837148
chr1A%501776667%501776668,chr1A,501776667,501776667
chr1A%502408046%502408047,chr1A,502408046,502408046
chr1A%504356516%504356517,chr1A,504356516,504356516
chr1A%504377786%504377787,chr1A,504377786,504377786
chr1A%506204386%506204387,chr1A,506204386,506204386
chr1A%510100300%510100301,chr1A,510100300,510100300
chr1A%515409783%515409784,chr1A,515409783,515409783
chr1A%520811070%520811071,chr1A,520811070,520811070
chr1A%524104072%524104073,chr1A,524104072,524104072
chr1A%524780469%524780470,chr1A,524780469,524780469
chr1A%525020247%525020248,chr1A,525020247,525020247
chr1A%525020262%525020263,chr1A,525020262,525020262
chr1A%525075031%525075032,chr1A,525075031,525075031
chr1A%525075041%525075042,chr1A,525075041,525075041
chr1A%525075047%525075048,chr1A,525075047,525075047
chr1A%533198655%533198656,chr1A,533198655,533198655
chr1A%538495869%538495870,chr1A,538495869,538495869
chr1A%539002980%539002981,chr1A,539002980,539002980
chr1A%545502127%545502128,chr1A,545502127,545502127
chr1A%545502128%545502129,chr1A,545502128,545502128
chr1A%545719747%545719748,chr1A,545719747,545719747
chr1A%547106444%547106445,chr1A,547106444,547106444
chr1A%548034945%548034946,chr1A,548034945,548034945
chr1A%550123391%550123392,chr1A,550123391,550123391
chr1C%231405%231406,chr1C,231405,231405
chr1C%5680350%5680351,chr1C,5680350,5680350
chr1C%6719158%6719159,chr1C,6719158,6719158
chr1C%14119573%14119574,chr1C,14119573,14119573
chr1C%18998258%18998259,chr1C,18998258,18998258
chr1C%18998263%18998264,chr1C,18998263,18998263
chr1C%19630835%19630836,chr1C,19630835,19630835
chr1C%20634108%20634109,chr1C,20634108,20634108
chr1C%20634118%20634119,chr1C,20634118,20634118
chr1C%20634125%20634126,chr1C,20634125,20634125
chr1C%20634127%20634128,chr1C,20634127,20634127
chr1C%20634136%20634137,chr1C,20634136,20634136
chr1C%20634161%20634162,chr1C,20634161,20634161
chr1C%20634211%20634212,chr1C,20634211,20634211
chr1C%23628966%23628967,chr1C,23628966,23628966
chr1C%23628969%23628970,chr1C,23628969,23628969
chr1C%28153470%28153471,chr1C,28153470,28153470
chr1C%29060635%29060636,chr1C,29060635,29060635
chr1C%29306203%29306204,chr1C,29306203,29306203
chr1C%29306205%29306206,chr1C,29306205,29306205
chr1C%33319580%33319581,chr1C,33319580,33319580
chr1C%35158102%35158103,chr1C,35158102,35158102
chr1C%36267001%36267002,chr1C,36267001,36267001
chr1C%39215159%39215160,chr1C,39215159,39215159
chr1C%39312402%39312403,chr1C,39312402,39312402
chr1C%41916652%41916653,chr1C,41916652,41916652
chr1C%44987787%44987788,chr1C,44987787,44987787
chr1C%44987808%44987809,chr1C,44987808,44987808
chr1C%45120046%45120047,chr1C,45120046,45120046
chr1C%45120050%45120051,chr1C,45120050,45120050
chr1C%45120065%45120066,chr1C,45120065,45120065
chr1C%45120090%45120091,chr1C,45120090,45120090
chr1C%45163490%45163491,chr1C,45163490,45163490
chr1C%45168231%45168232,chr1C,45168231,45168231
chr1C%45185599%45185600,chr1C,45185599,45185599
chr1C%45185619%45185620,chr1C,45185619,45185619
chr1C%45185801%45185802,chr1C,45185801,45185801
chr1C%45185803%45185804,chr1C,45185803,45185803
chr1C%45200487%45200488,chr1C,45200487,45200487
chr1C%45243882%45243883,chr1C,45243882,45243882
chr1C%45351210%45351211,chr1C,45351210,45351210
chr1C%45359771%45359772,chr1C,45359771,45359771
chr1C%45359774%45359775,chr1C,45359774,45359774
chr1C%45359775%45359776,chr1C,45359775,45359775
chr1C%45359794%45359795,chr1C,45359794,45359794
chr1C%45359801%45359802,chr1C,45359801,45359801
chr1C%45369749%45369750,chr1C,45369749,45369749
chr1C%45369755%45369756,chr1C,45369755,45369755
chr1C%45378862%45378863,chr1C,45378862,45378862
chr1C%45482814%45482815,chr1C,45482814,45482814
chr1C%45560212%45560213,chr1C,45560212,45560212
chr1C%45884711%45884712,chr1C,45884711,45884711
chr1C%45984794%45984795,chr1C,45984794,45984794
chr1C%46236617%46236618,chr1C,46236617,46236617
chr1C%47257325%47257326,chr1C,47257325,47257325
chr1C%50864315%50864316,chr1C,50864315,50864315
chr1C%50865669%50865670,chr1C,50865669,50865669
chr1C%56649974%56649975,chr1C,56649974,56649974
chr1C%58437073%58437074,chr1C,58437073,58437073
chr1C%61948318%61948319,chr1C,61948318,61948318
chr1C%62303907%62303908,chr1C,62303907,62303907
chr1C%62779790%62779791,chr1C,62779790,62779790
chr1C%65650129%65650130,chr1C,65650129,65650129
chr1C%70859637%70859638,chr1C,70859637,70859637
chr1C%72579943%72579944,chr1C,72579943,72579943
chr1C%72763765%72763766,chr1C,72763765,72763765
chr1C%74504683%74504684,chr1C,74504683,74504683
chr1C%76095889%76095890,chr1C,76095889,76095889
chr1C%78766780%78766781,chr1C,78766780,78766780
chr1C%81166093%81166094,chr1C,81166093,81166093
chr1C%84008412%84008413,chr1C,84008412,84008412
chr1C%89499533%89499534,chr1C,89499533,89499533
chr1C%91345599%91345600,chr1C,91345599,91345599
chr1C%91773136%91773137,chr1C,91773136,91773136
chr1C%92872853%92872854,chr1C,92872853,92872853
chr1C%93245845%93245846,chr1C,93245845,93245845
chr1C%93511682%93511683,chr1C,93511682,93511682
chr1C%93529734%93529735,chr1C,93529734,93529734
chr1C%96626201%96626202,chr1C,96626201,96626201
chr1C%96841563%96841564,chr1C,96841563,96841563
chr1C%97017047%97017048,chr1C,97017047,97017047
chr1C%97059523%97059524,chr1C,97059523,97059523
chr1C%97255525%97255526,chr1C,97255525,97255525
chr1C%97255529%97255530,chr1C,97255529,97255529
chr1C%99038578%99038579,chr1C,99038578,99038578
chr1C%99247086%99247087,chr1C,99247086,99247086
chr1C%103923834%103923835,chr1C,103923834,103923834
chr1C%105529414%105529415,chr1C,105529414,105529414
chr1C%106487306%106487307,chr1C,106487306,106487306
chr1C%108409561%108409562,chr1C,108409561,108409561
chr1C%109692941%109692942,chr1C,109692941,109692941
chr1C%109692948%109692949,chr1C,109692948,109692948
chr1C%111541368%111541369,chr1C,111541368,111541368
chr1C%111761569%111761570,chr1C,111761569,111761569
chr1C%112484786%112484787,chr1C,112484786,112484786
chr1C%113535560%113535561,chr1C,113535560,113535560
chr1C%113535586%113535587,chr1C,113535586,113535586
chr1C%116963227%116963228,chr1C,116963227,116963227
chr1C%116976498%116976499,chr1C,116976498,116976498
chr1C%117323011%117323012,chr1C,117323011,117323011
chr1C%118493093%118493094,chr1C,118493093,118493093
chr1C%119849385%119849386,chr1C,119849385,119849385
chr1C%119917966%119917967,chr1C,119917966,119917966
chr1C%120943433%120943434,chr1C,120943433,120943433
chr1C%121775496%121775497,chr1C,121775496,121775496
chr1C%121775498%121775499,chr1C,121775498,121775498
chr1C%123152543%123152544,chr1C,123152543,123152543
chr1C%123208059%123208060,chr1C,123208059,123208059
chr1C%123210104%123210105,chr1C,123210104,123210104
chr1C%125377323%125377324,chr1C,125377323,125377323
chr1C%126255899%126255900,chr1C,126255899,126255899
chr1C%130680050%130680051,chr1C,130680050,130680050
chr1C%132824103%132824104,chr1C,132824103,132824103
chr1C%134132219%134132220,chr1C,134132219,134132219
chr1C%134384732%134384733,chr1C,134384732,134384732
chr1C%135217664%135217665,chr1C,135217664,135217664
chr1C%135217705%135217706,chr1C,135217705,135217705
chr1C%135269640%135269641,chr1C,135269640,135269640
chr1C%135354207%135354208,chr1C,135354207,135354207
chr1C%135583808%135583809,chr1C,135583808,135583808
chr1C%140647515%140647516,chr1C,140647515,140647515
chr1C%140647520%140647521,chr1C,140647520,140647520
chr1C%141762402%141762403,chr1C,141762402,141762402
chr1C%143411421%143411422,chr1C,143411421,143411421
chr1C%143411426%143411427,chr1C,143411426,143411426
chr1C%146503165%146503166,chr1C,146503165,146503165
chr1C%147161802%147161803,chr1C,147161802,147161802
chr1C%147981199%147981200,chr1C,147981199,147981199
chr1C%148053383%148053384,chr1C,148053383,148053383
chr1C%150161144%150161145,chr1C,150161144,150161144
chr1C%150243265%150243266,chr1C,150243265,150243265
chr1C%150547860%150547861,chr1C,150547860,150547860
chr1C%150615748%150615749,chr1C,150615748,150615748
chr1C%150913034%150913035,chr1C,150913034,150913034
chr1C%152956106%152956107,chr1C,152956106,152956106
chr1C%153548681%153548682,chr1C,153548681,153548681
chr1C%154033381%154033382,chr1C,154033381,154033381
chr1C%154991585%154991586,chr1C,154991585,154991585
chr1C%157000339%157000340,chr1C,157000339,157000339
chr1C%160310012%160310013,chr1C,160310012,160310012
chr1C%162043788%162043789,chr1C,162043788,162043788
chr1C%162769282%162769283,chr1C,162769282,162769282
chr1C%169259538%169259539,chr1C,169259538,169259538
chr1C%169448392%169448393,chr1C,169448392,169448392
chr1C%169781932%169781933,chr1C,169781932,169781932
chr1C%170336274%170336275,chr1C,170336274,170336274
chr1C%170400555%170400556,chr1C,170400555,170400555
chr1C%172439069%172439070,chr1C,172439069,172439069
chr1C%174211445%174211446,chr1C,174211445,174211445
chr1C%177770014%177770015,chr1C,177770014,177770014
chr1C%179791771%179791772,chr1C,179791771,179791771
chr1C%180396103%180396104,chr1C,180396103,180396103
chr1C%180396118%180396119,chr1C,180396118,180396118
chr1C%182570984%182570985,chr1C,182570984,182570984
chr1C%189933420%189933421,chr1C,189933420,189933420
chr1C%189933421%189933422,chr1C,189933421,189933421
chr1C%190574325%190574326,chr1C,190574325,190574325
chr1C%195174947%195174948,chr1C,195174947,195174947
chr1C%195868993%195868994,chr1C,195868993,195868993
