source,chr,start,end
chr1D%1495248%1495292,chr1D,1495248,1495292
chr1D%1520025%1520069,chr1D,1520025,1520069
chr1D%1520025%1520069,chr7A,1817073,1817114
chr1D%1727420%1727464,chr1D,1727420,1727464
chr1D%1518191%1518235,chr1D,1518191,1518235
chr1D%1727942%1727986,chr1D,1727942,1727986
chr1D%1675737%1675781,chr1D,1675737,1675781
chr1D%8219757%8219801,chr1D,8219757,8219801
chr1D%8219757%8219801,chr1C,333533728,333533686
chr1D%8396706%8396750,chr1D,8396706,8396750
chr1D%8925254%8925298,chr1D,8925254,8925298
chr1D%8899023%8899067,chr1D,8899023,8899067
chr1D%8348952%8348996,chr1D,8348952,8348996
chr1D%8553177%8553221,chr1D,8553177,8553221
chr1D%8101311%8101355,chr1D,8101311,8101355
chr1D%8403202%8403246,chr1D,8403202,8403246
chr1D%8788451%8788495,chr1D,8788451,8788495
chr1D%8789484%8789528,chr1D,8789484,8789528
chr1D%8790962%8791006,chr1D,8790962,8791006
chr1D%8576663%8576707,chr1D,8576663,8576707
chr1D%8925278%8925322,chr1D,8925278,8925322
chr1D%8809070%8809114,chr1D,8809070,8809114
chr1D%8809070%8809114,chr1A,14183100,14183144
chr1D%8219547%8219591,chr1D,8219547,8219591
chr1D%8827356%8827400,chr1D,8827356,8827400
chr1D%8411263%8411307,chr1D,8411263,8411307
chr1D%8827654%8827698,chr1D,8827654,8827698
chr1D%8412752%8412796,chr1D,8412752,8412796
chr1D%8710750%8710794,chr1D,8710750,8710794
chr1D%8918271%8918315,chr1D,8918271,8918315
chr1D%8892461%8892505,chr1D,8892461,8892505
chr1D%8612422%8612466,chr1D,8612422,8612466
chr1D%8710756%8710800,chr1D,8710756,8710800
chr1D%8412764%8412808,chr1D,8412764,8412808
chr1D%8412764%8412808,chr1A,13870319,13870364
chr1D%8268047%8268091,chr1D,8268047,8268091
chr1D%8925260%8925304,chr1D,8925260,8925304
chr1D%8213494%8213538,chr1D,8213494,8213538
chr1D%8538322%8538366,chr1D,8538322,8538366
chr1D%8538818%8538862,chr1D,8538818,8538862
chr1D%8942769%8942813,chr1D,8942769,8942813
chr1D%8942769%8942813,chr1A,14299605,14299647
chr1D%8499425%8499469,chr1D,8499425,8499469
chr1D%8499425%8499469,chr1A,13946828,13946872
chr1D%8499425%8499469,chr3D,379753536,379753578
chr1D%8101345%8101389,chr1D,8101345,8101389
chr1D%8612416%8612460,chr1D,8612416,8612460
chr1D%8349000%8349044,chr1D,8349000,8349044
chr1D%8349955%8349999,chr1D,8349955,8349999
chr1D%8349955%8349999,chr2D,282132157,282132198
chr1D%8349955%8349999,chr2D,282148871,282148912
chr1D%8349955%8349999,chr2D,282177924,282177965
chr1D%8349955%8349999,chr2D,282197951,282197992
chr1D%8349955%8349999,chr2A,63277226,63277267
chr1D%8349955%8349999,chr2C,490383082,490383126
chr1D%8349955%8349999,chr2C,490223729,490223764
chr1D%8349955%8349999,chr7A,115104610,115104575
chr1D%8790944%8790988,chr1D,8790944,8790988
chr1D%8925272%8925316,chr1D,8925272,8925316
chr1D%75062133%75062177,chr1D,75062133,75062177
chr1D%75168321%75168365,chr1D,75168321,75168365
chr1D%75781152%75781196,chr1D,75781152,75781196
chr1D%75781152%75781196,chr2A,221729258,221729214
chr1D%75781152%75781196,chr7D,185264040,185263996
chr1D%75781152%75781196,chr2D,431270369,431270325
chr1D%75781152%75781196,chr7A,278197192,278197231
chr1D%75781152%75781196,chr5A,242766128,242766089
chr1D%75157589%75157633,chr1D,75157589,75157633
chr1D%75697898%75697942,chr1D,75697898,75697942
chr1D%75755005%75755049,chr1D,75755005,75755049
chr1D%75170159%75170203,chr1D,75170159,75170203
chr1D%75171097%75171141,chr1D,75171097,75171141
chr1D%75742688%75742732,chr1D,75742688,75742732
chr1D%75742682%75742726,chr1D,75742682,75742726
chr1D%75170627%75170671,chr1D,75170627,75170671
chr1D%75062145%75062189,chr1D,75062145,75062189
chr1D%75502139%75502183,chr1D,75502139,75502183
chr1D%75502139%75502183,chr1D,123221308,123221352
chr1D%75502139%75502183,chr3A,240759999,240760043
chr1D%75502139%75502183,chr3A,107332506,107332463
chr1D%75502139%75502183,chr6A,82102858,82102901
chr1D%75502139%75502183,chr7D,274133811,274133767
chr1D%75502139%75502183,chr7D,164268051,164268090
chr1D%75502139%75502183,chr2A,274460879,274460835
chr1D%75502139%75502183,chr7A,114093764,114093808
chr1D%75502139%75502183,chr7A,265455129,265455090
chr1D%75502139%75502183,chr5A,428905872,428905916
chr1D%75502139%75502183,chr3D,282973743,282973787
chr1D%75750738%75750782,chr1D,75750738,75750782
chr1D%75157613%75157657,chr1D,75157613,75157657
chr1D%75170189%75170233,chr1D,75170189,75170233
chr1D%75609363%75609407,chr1D,75609363,75609407
chr1D%75157583%75157627,chr1D,75157583,75157627
chr1D%75515636%75515680,chr1D,75515636,75515680
chr1D%75515636%75515680,chr7D,189076134,189076176
chr1D%75515636%75515680,chr7A,274288490,274288448
chr1D%75157631%75157675,chr1D,75157631,75157675
chr1D%75062139%75062183,chr1D,75062139,75062183
chr1D%75170802%75170846,chr1D,75170802,75170846
chr1D%75169038%75169082,chr1D,75169038,75169082
chr1D%75697892%75697936,chr1D,75697892,75697936
chr1D%75500465%75500509,chr1D,75500465,75500509
chr1D%75500477%75500521,chr1D,75500477,75500521
chr1D%75696754%75696798,chr1D,75696754,75696798
chr1D%75426064%75426108,chr1D,75426064,75426108
chr1D%75640413%75640457,chr1D,75640413,75640457
chr1D%75609002%75609046,chr1D,75609002,75609046
chr1D%75696760%75696804,chr1D,75696760,75696804
chr1D%75696760%75696804,chr6D,113080172,113080129
chr1D%75157625%75157669,chr1D,75157625,75157669
chr1D%75504472%75504516,chr1D,75504472,75504516
chr1D%75504472%75504516,chr1D,174565732,174565688
chr1D%75292681%75292725,chr1D,75292681,75292725
chr1D%75741120%75741164,chr1D,75741120,75741164
chr1D%75755784%75755828,chr1D,75755784,75755828
chr1D%76807175%76807219,chr1D,76807175,76807219
chr1D%76053069%76053113,chr1D,76053069,76053113
chr1D%76214896%76214940,chr1D,76214896,76214940
chr1D%76291678%76291722,chr1D,76291678,76291722
chr1D%76243147%76243191,chr1D,76243147,76243191
chr1D%76169992%76170036,chr1D,76169992,76170036
chr1D%76055847%76055891,chr1D,76055847,76055891
chr1D%76060067%76060111,chr1D,76060067,76060111
chr1D%76275909%76275953,chr1D,76275909,76275953
chr1D%76604924%76604968,chr1D,76604924,76604968
chr4C%371625773%371625817,chr4C,371625773,371625817
chr4C%371587970%371588014,chr4C,371587970,371588014
chr4C%371536920%371536964,chr4C,371536920,371536964
chr4C%371676015%371676059,chr4C,371676015,371676059
chr4C%371324776%371324820,chr4C,371324776,371324820
chr4C%371536817%371536861,chr4C,371536817,371536861
chr4C%371677178%371677222,chr4C,371677178,371677222
chr4C%371538289%371538333,chr4C,371538289,371538333
chr4C%371555774%371555818,chr4C,371555774,371555818
chr4C%371017100%371017144,chr4C,371017100,371017144
chr4C%371160231%371160275,chr4C,371160231,371160275
chr4C%371681617%371681661,chr4C,371681617,371681661
chr4C%371663768%371663812,chr4C,371663768,371663812
chr4C%385611443%385611487,chr4C,385611443,385611487
chr4C%385287793%385287837,chr4C,385287793,385287837
chr4C%385753675%385753719,chr4C,385753675,385753719
chr4C%385753675%385753719,chr5C,235973879,235973919
chr4C%385753675%385753719,chr1C,359706291,359706331
chr4C%385753675%385753719,chr3C,421666569,421666612
chr4C%385896259%385896303,chr4C,385896259,385896303
chr4C%385999742%385999786,chr4C,385999742,385999786
chr4C%385999653%385999697,chr4C,385999653,385999697
chr4C%385052234%385052278,chr4C,385052234,385052278
chr4C%385987493%385987537,chr4C,385987493,385987537
chr4C%385397082%385397126,chr4C,385397082,385397126
chr4C%385559803%385559847,chr4C,385559803,385559847
chr4C%385052228%385052272,chr4C,385052228,385052272
chr4C%385999748%385999792,chr4C,385999748,385999792
chr4C%385692645%385692689,chr4C,385692645,385692689
chr4C%385692645%385692689,chr6C,385217596,385217636
chr4C%385368344%385368388,chr4C,385368344,385368388
chr4C%385755595%385755639,chr4C,385755595,385755639
chr4C%385603397%385603441,chr4C,385603397,385603441
chr4C%385187442%385187486,chr4C,385187442,385187486
chr4C%385187442%385187486,chr7C,17174415,17174379
chr4C%385363271%385363315,chr4C,385363271,385363315
chr4C%385363259%385363303,chr4C,385363259,385363303
chr4C%385555485%385555529,chr4C,385555485,385555529
chr4C%385339697%385339741,chr4C,385339697,385339741
chr4C%385987676%385987720,chr4C,385987676,385987720
chr4C%385185491%385185535,chr4C,385185491,385185535
chr4C%385555491%385555535,chr4C,385555491,385555535
chr4C%385896147%385896191,chr4C,385896147,385896191
chr4C%385187157%385187201,chr4C,385187157,385187201
chr4C%385701884%385701928,chr4C,385701884,385701928
chr4C%385758278%385758322,chr4C,385758278,385758322
chr4C%385758278%385758322,chr6C,462057088,462057127
chr4C%385702390%385702434,chr4C,385702390,385702434
chr4C%385655032%385655076,chr4C,385655032,385655076
chr4C%385538539%385538583,chr4C,385538539,385538583
chr4C%385538936%385538980,chr4C,385538936,385538980
chr4C%385913747%385913791,chr4C,385913747,385913791
chr4C%385544393%385544437,chr4C,385544393,385544437
chr4C%385366291%385366335,chr4C,385366291,385366335
chr4C%385366291%385366335,chr6A,285235412,285235449
chr4C%385366291%385366335,chr4D,11062254,11062291
chr4C%385366291%385366335,chr1D,140455355,140455318
chr4C%385366291%385366335,chr1D,357267041,357267078
chr4C%385366291%385366335,chr1A,156423157,156423120
chr4C%385366291%385366335,chr1C,331374241,331374202
chr4C%387816229%387816273,chr4C,387816229,387816273
chr4C%387816229%387816273,chr3C,235654484,235654520
chr4C%387013900%387013944,chr4C,387013900,387013944
chr4C%387592219%387592263,chr4C,387592219,387592263
chr4C%387711838%387711882,chr4C,387711838,387711882
chr4C%387843103%387843147,chr4C,387843103,387843147
chr4C%387843103%387843147,chr1C,175774471,175774436
chr4C%387727743%387727787,chr4C,387727743,387727787
chr4C%387806406%387806450,chr4C,387806406,387806450
chr4C%387742432%387742476,chr4C,387742432,387742476
chr4C%387722922%387722966,chr4C,387722922,387722966
chr4C%387722922%387722966,chr4C,465351170,465351135
chr4C%387722922%387722966,chr4A,74019831,74019796
chr4C%387013517%387013561,chr4C,387013517,387013561
chr4C%387727756%387727800,chr4C,387727756,387727800
chr4C%387842809%387842853,chr4C,387842809,387842853
chr4C%387621317%387621361,chr4C,387621317,387621361
chr4C%387737387%387737431,chr4C,387737387,387737431
chr4C%387009975%387010019,chr4C,387009975,387010019
chr4C%387742438%387742482,chr4C,387742438,387742482
chr4C%387712763%387712807,chr4C,387712763,387712807
chr4C%387723415%387723459,chr4C,387723415,387723459
chr4C%387716368%387716412,chr4C,387716368,387716412
chr4C%387011468%387011512,chr4C,387011468,387011512
chr4C%387742948%387742992,chr4C,387742948,387742992
chr4C%387712211%387712255,chr4C,387712211,387712255
chr4C%387699161%387699205,chr4C,387699161,387699205
chr4C%387015982%387016026,chr4C,387015982,387016026
chr4C%387742939%387742983,chr4C,387742939,387742983
chr4C%387714394%387714438,chr4C,387714394,387714438
chr4C%387520225%387520269,chr4C,387520225,387520269
chr4C%387711832%387711876,chr4C,387711832,387711876
chr4C%387008334%387008378,chr4C,387008334,387008378
chr4C%387015940%387015984,chr4C,387015940,387015984
chr4C%387715700%387715744,chr4C,387715700,387715744
chr4C%387715700%387715744,chr5C,342127610,342127653
chr4C%387625393%387625437,chr4C,387625393,387625437
chr4C%387009088%387009132,chr4C,387009088,387009132
chr4C%387714106%387714150,chr4C,387714106,387714150
chr4C%387720257%387720301,chr4C,387720257,387720301
chr4C%387713277%387713321,chr4C,387713277,387713321
chr4C%395503071%395503115,chr4C,395503071,395503115
chr4C%395503071%395503115,chr1C,221073317,221073277
chr4C%395175667%395175711,chr4C,395175667,395175711
chr4C%395175574%395175618,chr4C,395175574,395175618
chr4C%395178746%395178790,chr4C,395178746,395178790
chr4C%395154355%395154399,chr4C,395154355,395154399
chr4C%395784717%395784761,chr4C,395784717,395784761
chr4C%395756138%395756182,chr4C,395756138,395756182
chr4C%395756138%395756182,chr5A,48150086,48150129
chr4C%395785338%395785382,chr4C,395785338,395785382
chr4C%395785338%395785382,chr3C,143870187,143870231
chr4C%395716189%395716233,chr4C,395716189,395716233
chr4C%395187237%395187281,chr4C,395187237,395187281
chr4C%395813696%395813740,chr4C,395813696,395813740
chr4C%395808219%395808263,chr4C,395808219,395808263
chr4C%395716954%395716998,chr4C,395716954,395716998
chr4C%395155261%395155305,chr4C,395155261,395155305
chr4C%395173980%395174024,chr4C,395173980,395174024
chr4C%395148232%395148276,chr4C,395148232,395148276
chr4C%395467336%395467380,chr4C,395467336,395467380
chr4C%395869390%395869434,chr4C,395869390,395869434
chr4C%395903683%395903727,chr4C,395903683,395903727
chr4C%395903683%395903727,chr5C,318730871,318730915
chr4C%395713807%395713851,chr4C,395713807,395713851
chr4C%395152111%395152155,chr4C,395152111,395152155
chr4C%395147968%395148012,chr4C,395147968,395148012
chr4C%395715961%395716005,chr4C,395715961,395716005
chr4C%395734773%395734817,chr4C,395734773,395734817
chr4C%395066098%395066142,chr4C,395066098,395066142
chr4C%395066098%395066142,chr4C,479009155,479009191
chr4C%395066098%395066142,chr4C,147928898,147928859
chr4C%395066098%395066142,chr1C,98675284,98675323
chr4C%395154321%395154365,chr4C,395154321,395154365
chr4C%395175586%395175630,chr4C,395175586,395175630
chr4C%395717125%395717169,chr4C,395717125,395717169
chr4C%395154349%395154393,chr4C,395154349,395154393
chr4C%395719215%395719259,chr4C,395719215,395719259
chr4C%395719215%395719259,chr2C,131018119,131018076
chr4C%395175610%395175654,chr4C,395175610,395175654
chr4C%395714873%395714917,chr4C,395714873,395714917
chr4C%395809519%395809563,chr4C,395809519,395809563
chr4C%395809519%395809563,chr5C,170991007,170991050
chr4C%395641974%395642018,chr4C,395641974,395642018
chr4C%395151971%395152015,chr4C,395151971,395152015
chr4C%395179197%395179241,chr4C,395179197,395179241
chr4C%395713614%395713658,chr4C,395713614,395713658
chr4C%395179227%395179271,chr4C,395179227,395179271
chr4C%403014658%403014702,chr4C,403014658,403014702
chr4C%403207250%403207294,chr4C,403207250,403207294
chr4C%403207250%403207294,chr3D,406472199,406472243
chr4C%403342914%403342958,chr4C,403342914,403342958
chr4C%403014682%403014726,chr4C,403014682,403014726
chr4C%403480645%403480689,chr4C,403480645,403480689
chr4C%403422699%403422743,chr4C,403422699,403422743
chr4C%403014634%403014678,chr4C,403014634,403014678
chr4C%403480653%403480697,chr4C,403480653,403480697
chr4C%403048561%403048605,chr4C,403048561,403048605
chr4C%403535981%403536025,chr4C,403535981,403536025
chr4C%403047965%403048009,chr4C,403047965,403048009
chr4C%403047983%403048027,chr4C,403047983,403048027
chr4C%403883666%403883710,chr4C,403883666,403883710
chr4C%403346693%403346737,chr4C,403346693,403346737
chr4C%403346693%403346737,chr4C,31812764,31812807
chr4C%403346693%403346737,chr7A,64252285,64252244
chr4C%403346693%403346737,chr6C,146549199,146549158
chr4C%403346693%403346737,chr6A,370642072,370642031
chr4C%403346693%403346737,chr5D,81503490,81503449
chr4C%403346693%403346737,chr3C,512228831,512228790
chr4C%403346693%403346737,chr2D,502911278,502911319
chr4C%403346693%403346737,chr1D,350948271,350948312
chr4C%403346693%403346737,chr7C,165467964,165467921
chr4C%403301430%403301474,chr4C,403301430,403301474
chr4C%403305411%403305455,chr4C,403305411,403305455
chr4C%403980393%403980437,chr4C,403980393,403980437
chr4C%403258446%403258490,chr4C,403258446,403258490
chr4C%403258446%403258490,chr5D,471351445,471351401
chr4C%403336201%403336245,chr4C,403336201,403336245
chr4C%403055795%403055839,chr4C,403055795,403055839
chr4C%403047023%403047067,chr4C,403047023,403047067
chr4C%403759455%403759499,chr4C,403759455,403759499
chr4C%403015445%403015489,chr4C,403015445,403015489
chr4C%403048500%403048544,chr4C,403048500,403048544
chr4C%403889607%403889651,chr4C,403889607,403889651
chr4C%403302191%403302235,chr4C,403302191,403302235
chr4C%403014676%403014720,chr4C,403014676,403014720
chr4C%403728510%403728554,chr4C,403728510,403728554
chr4C%403115713%403115757,chr4C,403115713,403115757
chr4C%403115713%403115757,chr4C,403055443,403055483
chr4C%403115713%403115757,chr4C,403055508,403055548
chr4C%403346645%403346689,chr4C,403346645,403346689
chr4C%403921137%403921181,chr4C,403921137,403921181
chr4C%403305402%403305446,chr4C,403305402,403305446
chr4C%403987228%403987272,chr4C,403987228,403987272
chr4C%403211604%403211648,chr4C,403211604,403211648
chr4C%403211604%403211648,chr3C,266953087,266953046
chr4C%403975575%403975619,chr4C,403975575,403975619
chr4C%410495033%410495077,chr4C,410495033,410495077
chr4C%410958952%410958996,chr4C,410958952,410958996
chr4C%410155884%410155928,chr4C,410155884,410155928
chr4C%410802136%410802180,chr4C,410802136,410802180
chr4C%410373077%410373121,chr4C,410373077,410373121
chr4C%410212144%410212188,chr4C,410212144,410212188
chr4C%410212144%410212188,chr6C,394240353,394240388
chr4C%410336789%410336833,chr4C,410336789,410336833
chr4C%410399944%410399988,chr4C,410399944,410399988
chr4C%410437439%410437483,chr4C,410437439,410437483
chr4C%410397262%410397306,chr4C,410397262,410397306
chr4C%410388991%410389035,chr4C,410388991,410389035
chr4C%410502335%410502379,chr4C,410502335,410502379
chr4C%410493762%410493806,chr4C,410493762,410493806
chr4C%410392458%410392502,chr4C,410392458,410392502
chr4C%410442270%410442314,chr4C,410442270,410442314
chr4C%410034704%410034748,chr4C,410034704,410034748
chr4C%410034704%410034748,chr4C,334773581,334773538
chr4C%410034704%410034748,chr3C,377682623,377682666
chr4C%410034704%410034748,chr5C,398330397,398330354
chr4C%410034704%410034748,chr2C,287809274,287809231
chr4C%410130032%410130076,chr4C,410130032,410130076
chr4C%410399193%410399237,chr4C,410399193,410399237
chr4C%410435389%410435433,chr4C,410435389,410435433
chr4C%410483870%410483914,chr4C,410483870,410483914
chr4C%410379042%410379086,chr4C,410379042,410379086
chr4C%410379836%410379880,chr4C,410379836,410379880
chr4C%410628316%410628360,chr4C,410628316,410628360
chr4C%410628316%410628360,chr4C,331624131,331624175
chr4C%410628316%410628360,chr7C,346172921,346172965
chr4C%410628316%410628360,chr3C,185335609,185335565
chr4C%410628316%410628360,chr6C,189931303,189931347
chr4C%410628316%410628360,chr1C,125500444,125500400
chr4C%410540421%410540465,chr4C,410540421,410540465
chr4C%410628298%410628342,chr4C,410628298,410628342
chr4C%410726407%410726451,chr4C,410726407,410726451
chr4C%410475413%410475457,chr4C,410475413,410475457
chr4C%410475413%410475457,chr4C,376436573,376436615
chr4C%410375468%410375512,chr4C,410375468,410375512
chr4C%410829032%410829076,chr4C,410829032,410829076
chr4C%410450778%410450822,chr4C,410450778,410450822
chr4C%410394260%410394304,chr4C,410394260,410394304
chr4C%410438873%410438917,chr4C,410438873,410438917
chr4C%410401880%410401924,chr4C,410401880,410401924
chr4C%410760652%410760696,chr4C,410760652,410760696
chr4C%410760652%410760696,chr4C,418684484,418684526
chr4C%410760652%410760696,chr1C,211038114,211038156
chr4C%410760652%410760696,chr1C,67106532,67106576
chr4C%410760652%410760696,chr6C,236237889,236237931
chr4C%410760652%410760696,chr7C,177748529,177748487
chr4C%410760652%410760696,chr7C,208676222,208676180
chr4C%410760652%410760696,chr3C,99835427,99835386
chr4C%410388618%410388662,chr4C,410388618,410388662
chr4C%410390195%410390239,chr4C,410390195,410390239
chr4C%411868359%411868403,chr4C,411868359,411868403
chr4C%411172395%411172439,chr4C,411172395,411172439
chr4C%411751888%411751932,chr4C,411751888,411751932
chr4C%411031841%411031885,chr4C,411031841,411031885
chr4C%411031841%411031885,chr2C,281781949,281781993
chr4C%411031841%411031885,chr7C,113058570,113058526
chr4C%411031841%411031885,chr5D,473416115,473416159
chr4C%411031841%411031885,chr3C,305023320,305023276
chr4C%411754983%411755027,chr4C,411754983,411755027
chr4C%411760485%411760529,chr4C,411760485,411760529
chr4C%411769443%411769487,chr4C,411769443,411769487
chr4C%411760497%411760541,chr4C,411760497,411760541
chr4C%411745073%411745117,chr4C,411745073,411745117
chr4C%411373014%411373058,chr4C,411373014,411373058
chr4C%411373014%411373058,chr3C,392301022,392300980
chr4C%411373014%411373058,chr3C,392287540,392287504
chr4C%411373014%411373058,chr6C,317058285,317058243
chr4C%411373014%411373058,chr6C,317063152,317063113
chr4C%411697220%411697264,chr4C,411697220,411697264
chr4C%411172383%411172427,chr4C,411172383,411172427
chr4C%411751209%411751253,chr4C,411751209,411751253
chr4C%411733451%411733495,chr4C,411733451,411733495
chr4C%411733445%411733489,chr4C,411733445,411733489
chr4C%411733445%411733489,chr7D,222506755,222506795
chr4C%411733445%411733489,chr7D,321846971,321847011
chr4C%411679419%411679463,chr4C,411679419,411679463
chr4C%411697087%411697131,chr4C,411697087,411697131
chr4C%411760509%411760553,chr4C,411760509,411760553
chr4C%411755064%411755108,chr4C,411755064,411755108
chr4C%411171658%411171702,chr4C,411171658,411171702
chr4C%411769623%411769667,chr4C,411769623,411769667
chr4C%411697006%411697050,chr4C,411697006,411697050
chr4C%411420048%411420092,chr4C,411420048,411420092
chr4C%411755046%411755090,chr4C,411755046,411755090
chr4C%411733457%411733501,chr4C,411733457,411733501
chr4C%411697018%411697062,chr4C,411697018,411697062
chr4C%411868353%411868397,chr4C,411868353,411868397
chr4C%411394431%411394475,chr4C,411394431,411394475
chr4C%411394431%411394475,chr4C,392523557,392523598
chr4C%411697226%411697270,chr4C,411697226,411697270
chr4C%411696988%411697032,chr4C,411696988,411697032
chr4C%411718290%411718334,chr4C,411718290,411718334
chr4C%411172389%411172433,chr4C,411172389,411172433
chr4C%411420042%411420086,chr4C,411420042,411420086
chr4C%411952607%411952651,chr4C,411952607,411952651
chr4C%411855392%411855436,chr4C,411855392,411855436
chr4C%411756874%411756918,chr4C,411756874,411756918
chr4C%411171633%411171677,chr4C,411171633,411171677
chr4C%411171633%411171677,chr3D,274538342,274538386
chr4C%420438063%420438107,chr4C,420438063,420438107
chr4C%420438063%420438107,chr7C,336569284,336569240
chr4C%420874240%420874284,chr4C,420874240,420874284
chr4C%420942359%420942403,chr4C,420942359,420942403
chr4C%420875306%420875350,chr4C,420875306,420875350
chr4C%420438051%420438095,chr4C,420438051,420438095
chr4C%420438039%420438083,chr4C,420438039,420438083
chr4C%420946273%420946317,chr4C,420946273,420946317
chr4C%420946273%420946317,chr2C,489565073,489565109
chr4C%420752056%420752100,chr4C,420752056,420752100
chr4C%420945782%420945826,chr4C,420945782,420945826
chr4C%420945782%420945826,chr2D,462418067,462418029
chr4C%420945782%420945826,chr2A,244166763,244166801
chr4C%420857536%420857580,chr4C,420857536,420857580
chr4C%420869731%420869775,chr4C,420869731,420869775
chr4C%420869731%420869775,chr4C,254858589,254858549
chr4C%420869731%420869775,chr3C,473163488,473163531
